"id","taxonID","acceptedNameUsageID","scientificName","acceptedNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","taxonomicStatus","taxonRemarks","modified","language","license","rightsHolder","accessRights","datasetName","vernaculaNameEN","vernaculaNameFR","localities","Bryoquel_version"
1,1,1,"Anthoceros agrestis","Anthoceros agrestis Paton",,,,"|Anthocerotae|||Anthocerotaceae|Anthoceros|agrestis|",,"Anthocerotae",,,"Anthocerotaceae","Anthoceros","agrestis","","Espèce","Paton","Accepté","Infraspecific Epithet Authorship : Hepaticae","2014-12-02",,,,,,"field hornwort","anthocérote des champs","Québec, Labrador",3.3
2,2,2,"Anthoceros macounii","Anthoceros macounii M. Howe",,,,"|Anthocerotae|||Anthocerotaceae|Anthoceros|macounii|",,"Anthocerotae",,,"Anthocerotaceae","Anthoceros","macounii","","Espèce","M. Howe","Accepté","","2014-12-02",,,,,,"Macouns hornwort","anthocérote discrète","Québec, Labrador",3.3
3,3,3,"Notothylas orbicularis","Notothylas orbicularis (Schwein.) Sull.",,,,"|Anthocerotae|||Anthocerotaceae|Notothylas|orbicularis|",,"Anthocerotae",,,"Anthocerotaceae","Notothylas","orbicularis","","Espèce","(Schwein.) Sull.","Accepté","","2014-12-02",,,,,,"short-horned liverwort","anthocérote orbiculaire","Québec, Labrador",3.3
4,4,4,"Phaeoceros laevis subsp. carolinianus","Phaeoceros laevis (L.) Prosk. subsp. carolinianus (Michx.) Prosk.",,,,"|Anthocerotae|||Anthocerotaceae|Phaeoceros|laevis|carolinianus",,"Anthocerotae",,,"Anthocerotaceae","Phaeoceros","laevis","carolinianus","Sous-espèce","(Michx.) Prosk.","Accepté","Infraspecific Epithet Authorship : (Michx.) Prosk.","2014-12-02",,,,,,"Carolina hornwort","anthocérote commune","Québec, Labrador",3.3
7,7,7,"Anastrophyllum assimile","Anastrophyllum assimile (Hook.) Stephani",,,,"|Hepaticae|||Anastrophyllacea|Anastrophyllum|assimile|",,"Hepaticae",,,"Anastrophyllacea","Anastrophyllum","assimile","","Espèce","(Hook.) Stephani","Accepté","","2014-12-02",,,,,,"similar notchwort","gorgone lustrée","Québec, Labrador",3.3
12,12,12,"Anastrophyllum michauxii","Anastrophyllum michauxii (F. Weber) H. Buch ex A. Evans",,,,"|Hepaticae|||Anastrophyllacea|Anastrophyllum|michauxii|",,"Hepaticae",,,"Anastrophyllacea","Anastrophyllum","michauxii","","Espèce","(F. Weber) H. Buch ex A. Evans","Accepté","","2014-12-02",,,,,,"Michauxs notchwort","gorgone ailée","Québec, Labrador",3.3
16,16,16,"Aneura maxima","Aneura maxima (Schiffn.) Stephani",,,,"|Hepaticae|||Aneuraceae|Aneura|maxima|",,"Hepaticae",,,"Aneuraceae","Aneura","maxima","","Espèce","(Schiffn.) Stephani","Accepté","","2014-12-02",,,,,,"large greasewort","grand aneura","Québec, Labrador",3.3
17,17,17,"Aneura pinguis","Aneura pinguis (L.) Dumort.",,,,"|Hepaticae|||Aneuraceae|Aneura|pinguis|",,"Hepaticae",,,"Aneuraceae","Aneura","pinguis","","Espèce","(L.) Dumort.","Accepté","","2014-12-02",,,,,,"common greasewort","aneura gras","Québec, Labrador",3.3
18,18,18,"Anthelia julacea","Anthelia julacea (L.) Dumort.",,,,"|Hepaticae|||Antheliaceae|Anthelia|julacea|",,"Hepaticae",,,"Antheliaceae","Anthelia","julacea","","Espèce","(L.) Dumort.","Accepté","","2014-12-02",,,,,,"alpine silverwort","anthélie bleue","Québec, Labrador",3.3
19,19,19,"Anthelia juratzkana","Anthelia juratzkana (Limpr.) Trevis.",,,,"|Hepaticae|||Antheliaceae|Anthelia|juratzkana|",,"Hepaticae",,,"Antheliaceae","Anthelia","juratzkana","","Espèce","(Limpr.) Trevis.","Accepté","","2014-12-02",,,,,,"Juratzkas silverwort","anthélie des neiges","Québec, Labrador",3.3
20,20,20,"Apomarsupella revoluta","Apomarsupella revoluta (Nees) R.M. Schust.",,,,"|Hepaticae|||Gymnomitriaceae|Apomarsupella|revoluta|",,"Hepaticae",,,"Gymnomitriaceae","Apomarsupella","revoluta","","Espèce","(Nees) R.M. Schust.","Accepté","","2014-12-02",,,,,,"revolute rustwort","marsupelle révolutée","Québec, Labrador",3.3
22,22,22,"Arnellia fennica","Arnellia fennica (Gottsche & Rabenh.) Lindb.",,,,"|Hepaticae|||Arnelliaceae|Arnellia|fennica|",,"Hepaticae",,,"Arnelliaceae","Arnellia","fennica","","Espèce","(Gottsche & Rabenh.) Lindb.","Accepté","","2014-12-02",,,,,,"tundra liverwort","arnellie arctique","Québec, Labrador",3.3
23,23,23,"Asterella gracilis","Asterella gracilis (F. Weber) Underw.",,,,"|Hepaticae|||Aytoniaceae|Asterella|gracilis|",,"Hepaticae",,,"Aytoniaceae","Asterella","gracilis","","Espèce","(F. Weber) Underw.","Accepté","","2014-12-02",,,,,,"thin starwort","astérelle gracieuse","Québec, Labrador",3.3
24,24,24,"Asterella tenella","Asterella tenella (L.) P. Beauv.",,,,"|Hepaticae|||Aytoniaceae|Asterella|tenella|",,"Hepaticae",,,"Aytoniaceae","Asterella","tenella","","Espèce","(L.) P. Beauv.","Accepté","","2014-12-02",,,,,,"delicate starwort","astérelle délicate","Québec, Labrador",3.3
27,27,27,"Barbilophozia barbata","Barbilophozia barbata (Schreb.) Loeske",,,,"|Hepaticae|||Anastrophyllacea|Barbilophozia|barbata|",,"Hepaticae",,,"Anastrophyllacea","Barbilophozia","barbata","","Espèce","(Schreb.) Loeske","Accepté","","2014-12-02",,,,,,"bearded pawwort","barbille commune","Québec, Labrador",3.3
30,30,30,"Barbilophozia hatcheri","Barbilophozia hatcheri (A. Evans) Loeske",,,,"|Hepaticae|||Anastrophyllacea|Barbilophozia|hatcheri|",,"Hepaticae",,,"Anastrophyllacea","Barbilophozia","hatcheri","","Espèce","(A. Evans) Loeske","Accepté","","2014-12-02",,,,,,"Hatchers pawwort","barbille bipolaire","Québec, Labrador",3.3
32,32,32,"Barbilophozia lycopodioides","Barbilophozia lycopodioides (Wallr.) Loeske",,,,"|Hepaticae|||Anastrophyllacea|Barbilophozia|lycopodioides|",,"Hepaticae",,,"Anastrophyllacea","Barbilophozia","lycopodioides","","Espèce","(Wallr.) Loeske","Accepté","","2014-12-02",,,,,,"greater pawwort","grande barbille","Québec, Labrador",3.3
34,34,34,"Bazzania denudata","Bazzania denudata (Torr. ex Gottsche, Lindenb. & Nees) Trevis.",,,,"|Hepaticae|||Lepidoziaceae|Bazzania|denudata|",,"Hepaticae",,,"Lepidoziaceae","Bazzania","denudata","","Espèce","(Torr. ex Gottsche, Lindenb. & Nees) Trevis.","Accepté","","2014-12-02",,,,,,"naked whipwort","bazzanie dénudée","Québec, Labrador",3.3
35,35,35,"Bazzania tricrenata","Bazzania tricrenata (Wahlenb.) Trevis.",,,,"|Hepaticae|||Lepidoziaceae|Bazzania|tricrenata|",,"Hepaticae",,,"Lepidoziaceae","Bazzania","tricrenata","","Espèce","(Wahlenb.) Trevis.","Accepté","","2014-12-02",,,,,,"three-toothed whipwort","petite bazzanie","Québec, Labrador",3.3
36,36,36,"Bazzania trilobata","Bazzania trilobata (L.) Gray",,,,"|Hepaticae|||Lepidoziaceae|Bazzania|trilobata|",,"Hepaticae",,,"Lepidoziaceae","Bazzania","trilobata","","Espèce","(L.) Gray","Accepté","","2014-12-02",,,,,,"three-lobed whipwort","bazzanie trilobée","Québec, Labrador",3.3
37,37,37,"Blasia pusilla","Blasia pusilla L.",,,,"|Hepaticae|||Blasiaceae|Blasia|pusilla|",,"Hepaticae",,,"Blasiaceae","Blasia","pusilla","","Espèce","L.","Accepté","","2014-12-02",,,,,,"common kettlewort","blaise commun","Québec, Labrador",3.3
38,38,38,"Blepharostoma trichophyllum var. brevirete","Blepharostoma trichophyllum (L.) Dumort. var. brevirete Bryhn & Kaal.",,,,"|Hepaticae|||Trichocoleaceae|Blepharostoma|trichophyllum|brevirete",,"Hepaticae",,,"Trichocoleaceae","Blepharostoma","trichophyllum","brevirete","Variété","Bryhn & Kaal.","Accepté","Infraspecific Epithet Authorship : Bryhn & Kaal.","2014-12-02",,,,,,"northern hairy threadwort","ciliaire nordique","Québec, Labrador",3.3
39,39,39,"Blepharostoma trichophyllum var. trichophyllum","Blepharostoma trichophyllum (L.) Dumort. var. trichophyllum",,,,"|Hepaticae|||Trichocoleaceae|Blepharostoma|trichophyllum|trichophyllum",,"Hepaticae",,,"Trichocoleaceae","Blepharostoma","trichophyllum","trichophyllum","Variété","","Accepté","","2014-12-02",,,,,,"hairy threadwort","ciliaire doigts-de-fée","Québec, Labrador",3.3
40,40,40,"Calypogeia fissa subsp. neogaea","Calypogeia fissa (L.) Raddi subsp. neogaea R.M. Schust.",,,,"|Hepaticae|||Calypogeiaceae|Calypogeia|fissa|neogaea",,"Hepaticae",,,"Calypogeiaceae","Calypogeia","fissa","neogaea","Sous-espèce","R.M. Schust.","Accepté","Infraspecific Epithet Authorship : R.M. Schust.","2014-12-02",,,,,,"common pouchwort","calypogée terrestre","Québec, Labrador",3.3
41,41,41,"Calypogeia integristipula","Calypogeia integristipula Stephani",,,,"|Hepaticae|||Calypogeiaceae|Calypogeia|integristipula|",,"Hepaticae",,,"Calypogeiaceae","Calypogeia","integristipula","","Espèce","Stephani","Accepté","","2014-12-02",,,,,,"Meylans pouchwort","calypogée variable","Québec, Labrador",3.3
42,42,42,"Calypogeia muelleriana","Calypogeia muelleriana (Schiffn.) Müll. Frib.",,,,"|Hepaticae|||Calypogeiaceae|Calypogeia|muelleriana|",,"Hepaticae",,,"Calypogeiaceae","Calypogeia","muelleriana","","Espèce","(Schiffn.) Müll. Frib.","Accepté","","2014-12-02",,,,,,"Muellers pouchwort","calypogée commune","Québec, Labrador",3.3
43,43,43,"Calypogeia neesiana","Calypogeia neesiana (C. Massal. & Carestia) Müll. Frib.",,,,"|Hepaticae|||Calypogeiaceae|Calypogeia|neesiana|",,"Hepaticae",,,"Calypogeiaceae","Calypogeia","neesiana","","Espèce","(C. Massal. & Carestia) Müll. Frib.","Accepté","","2014-12-02",,,,,,"Nees pouchwort","calypogée ambiguë","Québec, Labrador",3.3
44,44,44,"Calypogeia sphagnicola","Calypogeia sphagnicola (Arnell & J. Perss.) Warnst. & Loeske",,,,"|Hepaticae|||Calypogeiaceae|Calypogeia|sphagnicola|",,"Hepaticae",,,"Calypogeiaceae","Calypogeia","sphagnicola","","Espèce","(Arnell & J. Perss.) Warnst. & Loeske","Accepté","","2014-12-02",,,,,,"bog pouchwort","calypogée des sphaignes","Québec, Labrador",3.3
45,45,45,"Calypogeia suecica","Calypogeia suecica (Arnell & J. Perss.) Müll. Frib.",,,,"|Hepaticae|||Calypogeiaceae|Calypogeia|suecica|",,"Hepaticae",,,"Calypogeiaceae","Calypogeia","suecica","","Espèce","(Arnell & J. Perss.) Müll. Frib.","Accepté","","2014-12-02",,,,,,"Swedish pouchwort","calypogée boréale","Québec, Labrador",3.3
46,46,46,"Cephalozia ambigua","Cephalozia ambigua C. Massal.",,,,"|Hepaticae|||Cephaloziaceae|Cephalozia|ambigua|",,"Hepaticae",,,"Cephaloziaceae","Cephalozia","ambigua","","Espèce","C. Massal.","Accepté","","2014-12-02",,,,,,"snow pincerwort","céphalozie ambiguë","Québec, Labrador",3.3
47,47,47,"Cephalozia bicuspidata","Cephalozia bicuspidata (L.) Dumort.",,,,"|Hepaticae|||Cephaloziaceae|Cephalozia|bicuspidata|",,"Hepaticae",,,"Cephaloziaceae","Cephalozia","bicuspidata","","Espèce","(L.) Dumort.","Accepté","","2014-12-02",,,,,,"two-horned pincerwort","célaphozie cornue","Québec, Labrador",3.3
49,49,49,"Cephalozia connivens","Fuscocephaloziopsis connivens (Dicks.) Vá a & L. Söderstr.",,,,"|Hepaticae|||Cephaloziaceae|Fuscocephaloziopsis|connivens|",,"Hepaticae",,,"Cephaloziaceae","Fuscocephaloziopsis","connivens","","Espèce","(Dicks.) Vá a & L. Söderstr.","Accepté","","2014-12-16",,,,,,"forcipated pincerwort","céphalozie bec-de-perroquet","Québec, Labrador",3.3
52,52,52,"Cephalozia lunulifolia","Cephalozia lunulifolia (Dumort.) Dumort.",,,,"|Hepaticae|||Cephaloziaceae|Cephalozia|lunulifolia|",,"Hepaticae",,,"Cephaloziaceae","Cephalozia","lunulifolia","","Espèce","(Dumort.) Dumort.","Accepté","","2014-12-02",,,,,,"moon-leaved pincerwort","célaphozie feuille-de-lune","Québec, Labrador",3.3
55,55,55,"Cephaloziella divaricata","Cephaloziella divaricata (Sm.) Schiffn.",,,,"|Hepaticae|||Cephaloziaceae|Cephaloziella|divaricata|",,"Hepaticae",,,"Cephaloziaceae","Cephaloziella","divaricata","","Espèce","(Sm.) Schiffn.","Accepté","","2014-12-02",,,,,,"spreading threadwort","céphalozielle étalée","Québec, Labrador",3.3
56,56,56,"Cephaloziella elachista","Cephaloziella elachista (J.B. Jack) Schiffn.",,,,"|Hepaticae|||Cephaloziaceae|Cephaloziella|elachista|",,"Hepaticae",,,"Cephaloziaceae","Cephaloziella","elachista","","Espèce","(J.B. Jack) Schiffn.","Accepté","","2014-12-02",,,,,,"spurred threadwort","céphalozielle à éperon","Québec, Labrador",3.3
57,57,57,"Cephaloziella grimsulana","Cephaloziella grimsulana (J.B. Jack) Müll. Frib.",,,,"|Hepaticae|||Cephaloziaceae|Cephaloziella|grimsulana|",,"Hepaticae",,,"Cephaloziaceae","Cephaloziella","grimsulana","","Espèce","(J.B. Jack) Müll. Frib.","Accepté","","2014-12-02",,,,,,"Lake Grimsel threadwort","céphalozielle sombre","Québec, Labrador",3.3
58,58,58,"Cephaloziella hampeana","Cephaloziella hampeana (Nees) Schiffn. ex Loeske",,,,"|Hepaticae|||Cephaloziaceae|Cephaloziella|hampeana|",,"Hepaticae",,,"Cephaloziaceae","Cephaloziella","hampeana","","Espèce","(Nees) Schiffn. ex Loeske","Accepté","","2014-12-02",,,,,,"Hampes threadwort","céphalozielle des rochers","Québec, Labrador",3.3
59,59,59,"Cephaloziella rubella var. rubella","Cephaloziella rubella (Nees) Warnst. var. rubella",,,,"|Hepaticae|||Cephaloziaceae|Cephaloziella|rubella|rubella",,"Hepaticae",,,"Cephaloziaceae","Cephaloziella","rubella","rubella","Variété","","Accepté","","2014-12-02",,,,,,"red threadwort","céphalozielle rouge","Québec, Labrador",3.3
60,60,60,"Cephaloziella rubella var. sullivantii","Cephaloziella rubella (Nees) Warnst. var. sullivantii (Austin) Müll. Frib.",,,,"|Hepaticae|||Cephaloziaceae|Cephaloziella|rubella|sullivantii",,"Hepaticae",,,"Cephaloziaceae","Cephaloziella","rubella","sullivantii","Variété","(Austin) Müll. Frib.","Accepté","Infraspecific Epithet Authorship : (Austin) Müll. Frib.","2014-12-02",,,,,,"Sullivants Threadwort","céphalozielle bois-pourri","Québec, Labrador",3.3
61,61,61,"Cephaloziella spinigera","Cephaloziella spinigera (Lindb.) Jörg.",,,,"|Hepaticae|||Cephaloziaceae|Cephaloziella|spinigera|",,"Hepaticae",,,"Cephaloziaceae","Cephaloziella","spinigera","","Espèce","(Lindb.) Jörg.","Accepté","","2014-12-02",,,,,,"spiny threadwort","céphalozielle à feuilles étroites","Québec, Labrador",3.3
62,62,62,"Cephaloziella uncinata","Cephaloziella uncinata R.M. Schust.",,,,"|Hepaticae|||Cephaloziaceae|Cephaloziella|uncinata|",,"Hepaticae",,,"Cephaloziaceae","Cephaloziella","uncinata","","Espèce","R.M. Schust.","Accepté","","2014-12-02",,,,,,"hooked threadwort","céphalozielle à crochets","Québec, Labrador",3.3
63,63,63,"Cephaloziella varians","Cephaloziella varians (Gottsche) Stephani",,,,"|Hepaticae|||Cephaloziaceae|Cephaloziella|varians|",,"Hepaticae",,,"Cephaloziaceae","Cephaloziella","varians","","Espèce","(Gottsche) Stephani","Accepté","","2014-12-02",,,,,,"arctic threadwort","céphalozielle variable","Québec, Labrador",3.3
64,64,64,"Chiloscyphus coadunatus var. rivularis","Chiloscyphus coadunatus (Sw.) R.M. Schust. & J.J. Engel var. rivularis (Raddi) Frisvoll, Elvebakk, Flatberg & Okland",,,,"|Hepaticae|||Lophocoleaceae|Chiloscyphus|coadunatus|rivularis",,"Hepaticae",,,"Lophocoleaceae","Chiloscyphus","coadunatus","rivularis","Variété","(Raddi) Frisvoll, Elvebakk, Flatberg & Okland","Accepté","Infraspecific Epithet Authorship : (Raddi) Frisvoll, Elvebakk, Flatberg & Okland","2014-12-02",,,,,,"bifid crestwort","tourmentine élégante","Québec, Labrador",3.3
66,66,66,"Chiloscyphus minor","Chiloscyphus minor (Nees) J.J. Engel & R.M. Schust.",,,,"|Hepaticae|||Lophocoleaceae|Chiloscyphus|minor|",,"Hepaticae",,,"Lophocoleaceae","Chiloscyphus","minor","","Espèce","(Nees) J.J. Engel & R.M. Schust.","Accepté","","2014-12-02",,,,,,"lesser liverwort","tourmentine mineure","Québec, Labrador",3.3
68,68,68,"Chiloscyphus pallescens var. pallescens","Chiloscyphus pallescens (Ehrh. ex Hoffm.) Dumort. var. pallescens",,,,"|Hepaticae|||Lophocoleaceae|Chiloscyphus|pallescens|pallescens",,"Hepaticae",,,"Lophocoleaceae","Chiloscyphus","pallescens","pallescens","Variété","","Accepté","","2014-12-02",,,,,,"pale liverwort","tourmentine pâle","Québec, Labrador",3.3
69,69,69,"Chiloscyphus pallescens var. fragilis","Chiloscyphus pallescens (Ehrh. ex Hoffm.) Dumort. var. fragilis (Roth) Müll. Frib.",,,,"|Hepaticae|||Lophocoleaceae|Chiloscyphus|pallescens|fragilis",,"Hepaticae",,,"Lophocoleaceae","Chiloscyphus","pallescens","fragilis","Variété","(Roth) Müll. Frib.","Accepté","Infraspecific Epithet Authorship : (Roth) Müll. Frib.","2014-12-02",,,,,,"fragile liverwort","tourmentine fragile","Québec, Labrador",3.3
70,70,70,"Chiloscyphus polyanthos var. polyanthos","Chiloscyphus polyanthos (L.) Corda var. polyanthos",,,,"|Hepaticae|||Lophocoleaceae|Chiloscyphus|polyanthos|polyanthos",,"Hepaticae",,,"Lophocoleaceae","Chiloscyphus","polyanthos","polyanthos","Variété","","Accepté","","2014-12-02",,,,,,"square-leaved liverwort","tourmentine mâle","Québec, Labrador",3.3
71,71,71,"Chiloscyphus polyanthos var. rivularis","Chiloscyphus polyanthos (L.) Corda var. rivularis (Schrad.) Nees",,,,"|Hepaticae|||Lophocoleaceae|Chiloscyphus|polyanthos|rivularis",,"Hepaticae",,,"Lophocoleaceae","Chiloscyphus","polyanthos","rivularis","Variété","(Schrad.) Nees","Accepté","Infraspecific Epithet Authorship : (Schrad.) Nees","2014-12-02",,,,,,"brook square-leaved liverwort","tourmentine des rivages","Québec, Labrador",3.3
72,72,72,"Chiloscyphus profundus","Chiloscyphus profundus (Nees) J.J. Engel & R.M. Schust.",,,,"|Hepaticae|||Lophocoleaceae|Chiloscyphus|profundus|",,"Hepaticae",,,"Lophocoleaceae","Chiloscyphus","profundus","","Espèce","(Nees) J.J. Engel & R.M. Schust.","Accepté","","2014-12-02",,,,,,"variable-leaved crestwort","tourmentine variable","Québec, Labrador",3.3
76,76,76,"Clevea hyalina","Clevea hyalina (Sommerf.) Lindb.",,,,"|Hepaticae|||Cleveaceae|Clevea|hyalina|",,"Hepaticae",,,"Cleveaceae","Clevea","hyalina","","Espèce","(Sommerf.) Lindb.","Accepté","","2014-12-02",,,,,,"hyaline liverwort","morgane évanescente","Québec, Labrador",3.3
78,78,78,"Cololejeunea biddlecomiae","Cololejeunea biddlecomiae (Austin ex Pearson) A. Evans",,,,"|Hepaticae|||Lejeuneaceae|Cololejeunea|biddlecomiae|",,"Hepaticae",,,"Lejeuneaceae","Cololejeunea","biddlecomiae","","Espèce","(Austin ex Pearson) A. Evans","Accepté","","2014-12-02",,,,,,"Biddlecomes pouncewort","dentelle des forêts","Québec, Labrador",3.3
79,79,79,"Conocephalum salebrosum","Conocephalum salebrosum Szweyk., Buczkowska & Odrzykoski",,,,"|Hepaticae|||Conocephalaceae|Conocephalum|salebrosum|",,"Hepaticae",,,"Conocephalaceae","Conocephalum","salebrosum","","Espèce","Szweyk., Buczkowska & Odrzykoski","Accepté","","2014-12-02",,,,,,"cat-tongue liverwort","coprinet peau-de-lézard","Québec, Labrador",3.3
81,81,81,"Diplophyllum albicans","Diplophyllum albicans (L.) Dumort.",,,,"|Hepaticae|||Scapaniaceae|Diplophyllum|albicans|",,"Hepaticae",,,"Scapaniaceae","Diplophyllum","albicans","","Espèce","(L.) Dumort.","Accepté","","2014-12-02",,,,,,"white earwort","fausse-scapanie blanchâtre","Québec, Labrador",3.3
82,82,82,"Diplophyllum apiculatum","Diplophyllum apiculatum (A. Evans) Stephani",,,,"|Hepaticae|||Scapaniaceae|Diplophyllum|apiculatum|",,"Hepaticae",,,"Scapaniaceae","Diplophyllum","apiculatum","","Espèce","(A. Evans) Stephani","Accepté","","2014-12-02",,,,,,"sharp-pointed earwort","fausse-scapanie apiculée","Québec, Labrador",3.3
83,83,83,"Diplophyllum obtusatum","Diplophyllum obtusatum (R.M. Schust.) R.M. Schust.",,,,"|Hepaticae|||Scapaniaceae|Diplophyllum|obtusatum|",,"Hepaticae",,,"Scapaniaceae","Diplophyllum","obtusatum","","Espèce","(R.M. Schust.) R.M. Schust.","Accepté","","2014-12-02",,,,,,"blunted earwort","fausse-scapanie obtuse","Québec, Labrador",3.3
84,84,84,"Diplophyllum taxifolium var. taxifolium","Diplophyllum taxifolium (Wahlenb.) Dumort. var. taxifolium",,,,"|Hepaticae|||Scapaniaceae|Diplophyllum|taxifolium|taxifolium",,"Hepaticae",,,"Scapaniaceae","Diplophyllum","taxifolium","taxifolium","Variété","","Accepté","","2014-12-02",,,,,,"yew-leaved earwort","fausse-scapanie commune","Québec, Labrador",3.3
85,85,85,"Eocalypogeia schusterana","Eocalypogeia schusterana (S. Hatt. & Mizut.) R.M. Schust.",,,,"|Hepaticae|||Calypogeiaceae|Eocalypogeia|schusterana|",,"Hepaticae",,,"Calypogeiaceae","Eocalypogeia","schusterana","","Espèce","(S. Hatt. & Mizut.) R.M. Schust.","Accepté","","2014-12-02",,,,,,"Schuster`s pouchwort","calypogée opaque","Québec, Labrador",3.3
87,87,87,"Eremonotus myriocarpus","Eremonotus myriocarpus (Carrington) Pearson",,,,"|Hepaticae|||Gymnomitriaceae|Eremonotus|myriocarpus|",,"Hepaticae",,,"Gymnomitriaceae","Eremonotus","myriocarpus","","Espèce","(Carrington) Pearson","Accepté","","2014-12-02",,,,,,"clubwort","fausse-céphalozielle cuivrée","Québec, Labrador",3.3
89,89,89,"Fossombronia foveolata","Fossombronia foveolata Lindb.",,,,"|Hepaticae|||Fossombroniaceae|Fossombronia|foveolata|",,"Hepaticae",,,"Fossombroniaceae","Fossombronia","foveolata","","Espèce","Lindb.","Accepté","","2014-12-02",,,,,,"pitted frillwort","chiffonée commune","Québec, Labrador",3.3
90,90,90,"Fossombronia wondraczekii","Fossombronia wondraczekii (Corda) Dumort.",,,,"|Hepaticae|||Fossombroniaceae|Fossombronia|wondraczekii|",,"Hepaticae",,,"Fossombroniaceae","Fossombronia","wondraczekii","","Espèce","(Corda) Dumort.","Accepté","","2014-12-02",,,,,,"acid frillwort","chiffonée à crêtes","Québec, Labrador",3.3
91,91,91,"Frullania asagrayana","Frullania asagrayana Mont.",,,,"|Hepaticae|||Frullaniaceae|Frullania|asagrayana|",,"Hepaticae",,,"Frullaniaceae","Frullania","asagrayana","","Espèce","Mont.","Accepté","","2014-12-02",,,,,,"Asa Grays scalewort","frullanie symbiotique","Québec, Labrador",3.3
93,93,93,"Frullania bolanderi","Frullania bolanderi Austin",,,,"|Hepaticae|||Frullaniaceae|Frullania|bolanderi|",,"Hepaticae",,,"Frullaniaceae","Frullania","bolanderi","","Espèce","Austin","Accepté","","2014-12-02",,,,,,"Bolanders scalewort","frullanie chenille","Québec, Labrador",3.3
94,94,94,"Frullania eboracensis","Frullania eboracensis Gottsche",,,,"|Hepaticae|||Frullaniaceae|Frullania|eboracensis|",,"Hepaticae",,,"Frullaniaceae","Frullania","eboracensis","","Espèce","Gottsche","Accepté","","2014-12-02",,,,,,"York scalewort","frullanie commune","Québec, Labrador",3.3
95,95,95,"Frullania inflata var. communis","Frullania inflata Gottsche var. communis R.M. Schust.",,,,"|Hepaticae|||Frullaniaceae|Frullania|inflata|communis",,"Hepaticae",,,"Frullaniaceae","Frullania","inflata","communis","Variété","R.M. Schust.","Accepté","Infraspecific Epithet Authorship : R.M. Schust.","2014-12-02",,,,,,"inflated scalewort","frullanie enflée","Québec, Labrador",3.3
96,96,96,"Frullania oakesiana","Frullania oakesiana Austin",,,,"|Hepaticae|||Frullaniaceae|Frullania|oakesiana|",,"Hepaticae",,,"Frullaniaceae","Frullania","oakesiana","","Espèce","Austin","Accepté","","2014-12-02",,,,,,"Oakes scalewort","frullanie cuivrée","Québec, Labrador",3.3
97,97,97,"Frullania riparia","Frullania riparia Hampe ex Lehm.",,,,"|Hepaticae|||Frullaniaceae|Frullania|riparia|",,"Hepaticae",,,"Frullaniaceae","Frullania","riparia","","Espèce","Hampe ex Lehm.","Accepté","","2014-12-02",,,,,,"river scalewort","frullanie des rochers","Québec, Labrador",3.3
98,98,98,"Frullania selwyniana","Frullania selwyniana Pearson",,,,"|Hepaticae|||Frullaniaceae|Frullania|selwyniana|",,"Hepaticae",,,"Frullaniaceae","Frullania","selwyniana","","Espèce","Pearson","Accepté","","2014-12-02",,,,,,"Selwyns scalewort","frullanie des cèdres","Québec, Labrador",3.3
99,99,99,"Geocalyx graveolens","Geocalyx graveolens (Schrad.) Nees",,,,"|Hepaticae|||Geocalyceae|Geocalyx|graveolens|",,"Hepaticae",,,"Geocalyceae","Geocalyx","graveolens","","Espèce","(Schrad.) Nees","Accepté","","2014-12-02",,,,,,"turps pouchwort","géocalyx odorant","Québec, Labrador",3.3
100,100,100,"Gymnocolea inflata subsp. acutiloba","Gymnocolea inflata (Huds.) Dumort. subsp. acutiloba (Schiffn.) R.M. Schust. & Damsh. ex L. Söderstr. & Vá a",,,,"|Hepaticae|||Lophoziaceae|Gymnocolea|inflata|acutiloba",,"Hepaticae",,,"Lophoziaceae","Gymnocolea","inflata","acutiloba","Sous-espèce","(Schiffn.) R.M. Schust. & Damsh. ex L. Söderstr. & Vá a","Accepté","Infraspecific Epithet Authorship : (Schiffn.) R.M. Schust. & Damsh. ex L. Söderstr. & Vá a","2014-12-02",,,,,,"Welsh notchwort","gobelin à lobes aigus","Québec, Labrador",3.3
102,102,102,"Gymnocolea inflata subsp. inflata","Gymnocolea inflata (Huds.) Dumort. subsp. inflata",,,,"|Hepaticae|||Lophoziaceae|Gymnocolea|inflata|inflata",,"Hepaticae",,,"Lophoziaceae","Gymnocolea","inflata","inflata","Sous-espèce","","Accepté","","2014-12-02",,,,,,"inflated notchwort","gobelin noir","Québec, Labrador",3.3
103,103,103,"Gymnomitrion apiculatum","Gymnomitrion apiculatum (Schiffn.) Müll. Frib.",,,,"|Hepaticae|||Gymnomitriaceae|Gymnomitrion|apiculatum|",,"Hepaticae",,,"Gymnomitriaceae","Gymnomitrion","apiculatum","","Espèce","(Schiffn.) Müll. Frib.","Accepté","","2014-12-02",,,,,,"pointed frostwort","gymnomitrion apiculé","Québec, Labrador",3.3
