"id","taxonID","acceptedNameUsageID","scientificName","acceptedNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","taxonomicStatus","taxonRemarks","modified","language","license","rightsHolder","accessRights","datasetName","vernaculaNameEN","vernaculaNameFR","localities","Bryoquel_version"
869,869,869,"Schistidium robustum","Schistidium robustum (Nees & Hornsch.) H.H. Blom",,,,"|Musci|||Grimmiaceae|Schistidium|robustum|",,"Musci",,,"Grimmiaceae","Schistidium","robustum","","Espèce","(Nees & Hornsch.) H.H. Blom","Accepté","","2014-12-02",,,,,,"robust bloom moss","grimmie robuste","Québec, Labrador",3.3
870,870,870,"Schistidium trichodon","Schistidium trichodon (Brid.) Poelt",,,,"|Musci|||Grimmiaceae|Schistidium|trichodon|",,"Musci",,,"Grimmiaceae","Schistidium","trichodon","","Espèce","(Brid.) Poelt","Accepté","","2014-12-02",,,,,,"black bloom moss","grimmie  à  longues dents","Québec, Labrador",3.3
871,871,871,"Schistidium venetum","Schistidium venetum H.H. Blom",,,,"|Musci|||Grimmiaceae|Schistidium|venetum|",,"Musci",,,"Grimmiaceae","Schistidium","venetum","","Espèce","H.H. Blom","Accepté","","2014-12-02",,,,,,"bluish bloom moss","grimmie azurée","Québec, Labrador",3.3
872,872,872,"Schistidium viride","Schistidium viride H.H. Blom & C. Darigo",,,,"|Musci|||Grimmiaceae|Schistidium|viride|",,"Musci",,,"Grimmiaceae","Schistidium","viride","","Espèce","H.H. Blom & C. Darigo","Accepté","","2014-12-02",,,,,,"dark-green bloom moss","grimmie à dents striées","Québec, Labrador",3.3
873,873,873,"Schistostega pennata","Schistostega pennata (Hedw.) F. Weber & D. Mohr",,,,"|Musci|||Schistostegaceae|Schistostega|pennata|",,"Musci",,,"Schistostegaceae","Schistostega","pennata","","Espèce","(Hedw.) F. Weber & D. Mohr","Accepté","","2014-12-02",,,,,,"luminous moss","or des lutins","Québec, Labrador",3.3
874,874,874,"Schwetschkeopsis fabronia","Schwetschkeopsis fabronia (Schwägr.) Broth.",,,,"|Musci|||Anomodontaceae|Schwetschkeopsis|fabronia|",,"Musci",,,"Anomodontaceae","Schwetschkeopsis","fabronia","","Espèce","(Schwägr.) Broth.","Accepté","","2014-12-02",,,,,,"Rapunzel Moss","olivine fausse-fabronie","Québec, Labrador",3.3
875,875,875,"Scorpidium cossonii","Scorpidium cossonii (Schimp.) Hedenäs",,,,"|Musci|||Calliergonaceae|Scorpidium|cossonii|",,"Musci",,,"Calliergonaceae","Scorpidium","cossonii","","Espèce","(Schimp.) Hedenäs","Accepté","","2014-12-02",,,,,,"Cosson's hook moss","scorpidie verdâtre","Québec, Labrador",3.3
878,878,878,"Scorpidium revolvens","Scorpidium revolvens (Sw.) Rubers",,,,"|Musci|||Calliergonaceae|Scorpidium|revolvens|",,"Musci",,,"Calliergonaceae","Scorpidium","revolvens","","Espèce","(Sw.) Rubers","Accepté","","2014-12-02",,,,,,"rusty hook moss","scorpidie rouge violacé","Québec, Labrador",3.3
880,880,880,"Scorpidium scorpioides","Scorpidium scorpioides (Hedw.) Limpr.",,,,"|Musci|||Calliergonaceae|Scorpidium|scorpioides|",,"Musci",,,"Calliergonaceae","Scorpidium","scorpioides","","Espèce","(Hedw.) Limpr.","Accepté","","2014-12-02",,,,,,"hooked scorpion moss","scorpidie scorpion","Québec, Labrador",3.3
881,881,881,"Seligeria brevifolia","Seligeria brevifolia (Lindb.) Lindb.",,,,"|Musci|||Seligeriaceae|Seligeria|brevifolia|",,"Musci",,,"Seligeriaceae","Seligeria","brevifolia","","Espèce","(Lindb.) Lindb.","Accepté","","2014-12-02",,,,,,"short-leaved bristle moss","séligérie à feuilles courtes","Québec, Labrador",3.3
882,882,882,"Seligeria calcarea","Seligeria calcarea (Hedw.) Bruch & Schimp.",,,,"|Musci|||Seligeriaceae|Seligeria|calcarea|",,"Musci",,,"Seligeriaceae","Seligeria","calcarea","","Espèce","(Hedw.) Bruch & Schimp.","Accepté","","2014-12-02",,,,,,"chalk bristle moss","séligérie commune","Québec, Labrador",3.3
883,883,883,"Seligeria campylopoda","Seligeria campylopoda Kindb.",,,,"|Musci|||Seligeriaceae|Seligeria|campylopoda|",,"Musci",,,"Seligeriaceae","Seligeria","campylopoda","","Espèce","Kindb.","Accepté","","2014-12-02",,,,,,"bent-foot bristle moss","séligérie à pied recourbé","Québec, Labrador",3.3
884,884,884,"Seligeria diversifolia","Seligeria diversifolia Lindb.",,,,"|Musci|||Seligeriaceae|Seligeria|diversifolia|",,"Musci",,,"Seligeriaceae","Seligeria","diversifolia","","Espèce","Lindb.","Accepté","","2014-12-02",,,,,,"diverse-leaved bristle moss","séligérie à feuilles variées","Québec, Labrador",3.3
885,885,885,"Seligeria donniana","Seligeria donniana (Sm.) Müll. Hal.",,,,"|Musci|||Seligeriaceae|Seligeria|donniana|",,"Musci",,,"Seligeriaceae","Seligeria","donniana","","Espèce","(Sm.) Müll. Hal.","Accepté","","2014-12-02",,,,,,"Donn's bristle moss","séligérie édentée","Québec, Labrador",3.3
886,886,886,"Seligeria oelandica","Seligeria oelandica C.E.O. Jensen & Medelius",,,,"|Musci|||Seligeriaceae|Seligeria|oelandica|",,"Musci",,,"Seligeriaceae","Seligeria","oelandica","","Espèce","C.E.O. Jensen & Medelius","Accepté","","2014-12-02",,,,,,"Irish bristle moss","séligérie à dents tronquées","Québec, Labrador",3.3
887,887,887,"Seligeria recurvata","Seligeria recurvata (Hedw.) Bruch & Schimp.",,,,"|Musci|||Seligeriaceae|Seligeria|recurvata|",,"Musci",,,"Seligeriaceae","Seligeria","recurvata","","Espèce","(Hedw.) Bruch & Schimp.","Accepté","","2014-12-02",,,,,,"recurved bristle moss","séligérie à soie courbée","Québec, Labrador",3.3
888,888,888,"Seligeria tristichoides","Seligeria tristichoides Kindb.",,,,"|Musci|||Seligeriaceae|Seligeria|tristichoides|",,"Musci",,,"Seligeriaceae","Seligeria","tristichoides","","Espèce","Kindb.","Accepté","","2014-12-02",,,,,,"three-ranked bristle moss","séligérie à trois rangs","Québec, Labrador",3.3
889,889,889,"Sphagnum affine","Sphagnum affine Renauld & Cardot",,,,"|Musci|||Sphagnaceae|Sphagnum|affine|",,"Musci",,,"Sphagnaceae","Sphagnum","affine","","Espèce","Renauld & Cardot","Accepté","","2014-12-02",,,,,,"imbricate peat moss","sphaigne parente","Québec, Labrador",3.3
890,890,890,"Sphagnum angermanicum","Sphagnum angermanicum Melin",,,,"|Musci|||Sphagnaceae|Sphagnum|angermanicum|",,"Musci",,,"Sphagnaceae","Sphagnum","angermanicum","","Espèce","Melin","Accepté","","2014-12-02",,,,,,"Angerman's peat moss","sphaigne d'Angerman","Québec, Labrador",3.3
891,891,891,"Sphagnum angustifolium","Sphagnum angustifolium (Warnst.) C.E.O. Jensen",,,,"|Musci|||Sphagnaceae|Sphagnum|angustifolium|",,"Musci",,,"Sphagnaceae","Sphagnum","angustifolium","","Espèce","(Warnst.) C.E.O. Jensen","Accepté","","2014-12-02",,,,,,"narrow-leaved peat moss","sphaigne à feuilles étroites","Québec, Labrador",3.3
892,892,892,"Sphagnum annulatum","Sphagnum annulatum Warnst.",,,,"|Musci|||Sphagnaceae|Sphagnum|annulatum|",,"Musci",,,"Sphagnaceae","Sphagnum","annulatum","","Espèce","Warnst.","Accepté","","2014-12-02",,,,,,"ringed peat moss","sphaigne annelée","Labrador, Québec",3.3
893,893,893,"Sphagnum aongstroemii","Sphagnum aongstroemii C. Hartm.",,,,"|Musci|||Sphagnaceae|Sphagnum|aongstroemii|",,"Musci",,,"Sphagnaceae","Sphagnum","aongstroemii","","Espèce","C. Hartm.","Accepté","","2014-12-02",,,,,,"Aongstroem's peat moss","sphaigne d'Angström","Québec, Labrador",3.3
894,894,894,"Sphagnum arcticum","Sphagnum arcticum Flatberg & Frisvoll",,,,"|Musci|||Sphagnaceae|Sphagnum|arcticum|",,"Musci",,,"Sphagnaceae","Sphagnum","arcticum","","Espèce","Flatberg & Frisvoll","Accepté","","2014-12-02",,,,,,"arctic peat moss","sphaigne arctique","Québec, Labrador",3.3
895,895,895,"Sphagnum austinii","Sphagnum austinii Sull.",,,,"|Musci|||Sphagnaceae|Sphagnum|austinii|",,"Musci",,,"Sphagnaceae","Sphagnum","austinii","","Espèce","Sull.","Accepté","","2014-12-02",,,,,,"Austin's peat moss","sphaigne d'Austin","Québec, Labrador",3.3
896,896,896,"Sphagnum balticum","Sphagnum balticum (Russow) C.E.O. Jensen",,,,"|Musci|||Sphagnaceae|Sphagnum|balticum|",,"Musci",,,"Sphagnaceae","Sphagnum","balticum","","Espèce","(Russow) C.E.O. Jensen","Accepté","","2014-12-02",,,,,,"Baltic peat moss","sphaigne de la Baltique","Québec, Labrador",3.3
897,897,897,"Sphagnum capillifolium","Sphagnum capillifolium (Ehrh.) Hedw.",,,,"|Musci|||Sphagnaceae|Sphagnum|capillifolium|",,"Musci",,,"Sphagnaceae","Sphagnum","capillifolium","","Espèce","(Ehrh.) Hedw.","Accepté","","2014-12-02",,,,,,"small red peat moss","sphaigne grêle","Québec, Labrador",3.3
898,898,898,"Sphagnum centrale","Sphagnum centrale C.E.O. Jensen",,,,"|Musci|||Sphagnaceae|Sphagnum|centrale|",,"Musci",,,"Sphagnaceae","Sphagnum","centrale","","Espèce","C.E.O. Jensen","Accepté","","2014-12-02",,,,,,"central peat moss","sphaigne centrale","Québec, Labrador",3.3
899,899,899,"Sphagnum compactum","Sphagnum compactum Lam. & DC.",,,,"|Musci|||Sphagnaceae|Sphagnum|compactum|",,"Musci",,,"Sphagnaceae","Sphagnum","compactum","","Espèce","Lam. & DC.","Accepté","","2014-12-02",,,,,,"compact peat moss","sphaigne compacte","Québec, Labrador",3.3
900,900,900,"Sphagnum concinnum","Sphagnum concinnum (Berggr.) Flatberg",,,,"|Musci|||Sphagnaceae|Sphagnum|concinnum|",,"Musci",,,"Sphagnaceae","Sphagnum","concinnum","","Espèce","(Berggr.) Flatberg","Accepté","","2014-12-02",,,,,,"elegant peat moss","sphaigne jolie","Québec, Labrador",3.3
901,901,901,"Sphagnum contortum","Sphagnum contortum Schultz",,,,"|Musci|||Sphagnaceae|Sphagnum|contortum|",,"Musci",,,"Sphagnaceae","Sphagnum","contortum","","Espèce","Schultz","Accepté","","2014-12-02",,,,,,"twisted peat moss","sphaigne tordue","Québec, Labrador",3.3
902,902,902,"Sphagnum cuspidatum","Sphagnum cuspidatum Ehrh. ex Hoffm.",,,,"|Musci|||Sphagnaceae|Sphagnum|cuspidatum|",,"Musci",,,"Sphagnaceae","Sphagnum","cuspidatum","","Espèce","Ehrh. ex Hoffm.","Accepté","","2014-12-02",,,,,,"feathery peat moss","sphaigne cuspidée","Québec, Labrador",3.3
903,903,903,"Sphagnum fallax","Sphagnum fallax H. Klinggr.",,,,"|Musci|||Sphagnaceae|Sphagnum|fallax|",,"Musci",,,"Sphagnaceae","Sphagnum","fallax","","Espèce","H. Klinggr.","Accepté","","2014-12-02",,,,,,"flat-top peat moss","sphaigne trompeuse","Québec, Labrador",3.3
904,904,904,"Sphagnum fimbriatum","Sphagnum fimbriatum Wilson",,,,"|Musci|||Sphagnaceae|Sphagnum|fimbriatum|",,"Musci",,,"Sphagnaceae","Sphagnum","fimbriatum","","Espèce","Wilson","Accepté","","2014-12-02",,,,,,"fringed peat moss","sphaigne frangée","Québec, Labrador",3.3
905,905,905,"Sphagnum flavicomans","Sphagnum flavicomans (Cardot) Warnst.",,,,"|Musci|||Sphagnaceae|Sphagnum|flavicomans|",,"Musci",,,"Sphagnaceae","Sphagnum","flavicomans","","Espèce","(Cardot) Warnst.","Accepté","","2014-12-02",,,,,,"northeastern peat moss","sphaigne jaunâtre","Québec, Labrador",3.3
906,906,906,"Sphagnum flexuosum","Sphagnum flexuosum Dozy & Molk.",,,,"|Musci|||Sphagnaceae|Sphagnum|flexuosum|",,"Musci",,,"Sphagnaceae","Sphagnum","flexuosum","","Espèce","Dozy & Molk.","Accepté","","2014-12-02",,,,,,"flexible peat moss","sphaigne flexueuse","Québec, Labrador",3.3
907,907,907,"Sphagnum fuscum","Sphagnum fuscum (Schimp.) H. Klinggr.",,,,"|Musci|||Sphagnaceae|Sphagnum|fuscum|",,"Musci",,,"Sphagnaceae","Sphagnum","fuscum","","Espèce","(Schimp.) H. Klinggr.","Accepté","","2014-12-02",,,,,,"brown peat moss","sphaigne brune","Québec, Labrador",3.3
908,908,908,"Sphagnum girgensohnii","Sphagnum girgensohnii Russow",,,,"|Musci|||Sphagnaceae|Sphagnum|girgensohnii|",,"Musci",,,"Sphagnaceae","Sphagnum","girgensohnii","","Espèce","Russow","Accepté","","2014-12-02",,,,,,"Girgensohn's peat moss","sphaigne de Girgensohn","Québec, Labrador",3.3
909,909,909,"Sphagnum jensenii","Sphagnum jensenii H. Lindb.",,,,"|Musci|||Sphagnaceae|Sphagnum|jensenii|",,"Musci",,,"Sphagnaceae","Sphagnum","jensenii","","Espèce","H. Lindb.","Accepté","","2014-12-02",,,,,,"Jensen's peat moss","sphaigne de Jensen","Québec, Labrador",3.3
910,910,910,"Sphagnum lenense","Sphagnum lenense H. Lindb. ex L.I. Savicz",,,,"|Musci|||Sphagnaceae|Sphagnum|lenense|",,"Musci",,,"Sphagnaceae","Sphagnum","lenense","","Espèce","H. Lindb. ex L.I. Savicz","Accepté","","2014-12-02",,,,,,"Lena River peat moss","sphaigne de la Léna","Québec, Labrador",3.3
911,911,911,"Sphagnum lescurii","Sphagnum lescurii Sull.",,,,"|Musci|||Sphagnaceae|Sphagnum|lescurii|",,"Musci",,,"Sphagnaceae","Sphagnum","lescurii","","Espèce","Sull.","Accepté","","2014-12-02",,,,,,"Lesquereux's peat moss","sphaigne de Lesquereux","Québec, Labrador",3.3
912,912,912,"Sphagnum lindbergii","Sphagnum lindbergii Schimp.",,,,"|Musci|||Sphagnaceae|Sphagnum|lindbergii|",,"Musci",,,"Sphagnaceae","Sphagnum","lindbergii","","Espèce","Schimp.","Accepté","","2014-12-02",,,,,,"Lindberg's peat moss","sphaigne de Lindberg","Québec, Labrador",3.3
913,913,913,"Sphagnum magellanicum","Sphagnum magellanicum Brid.",,,,"|Musci|||Sphagnaceae|Sphagnum|magellanicum|",,"Musci",,,"Sphagnaceae","Sphagnum","magellanicum","","Espèce","Brid.","Accepté","","2014-12-02",,,,,,"Magellan's peat moss","sphaigne de Magellan","Québec, Labrador",3.3
914,914,914,"Sphagnum majus subsp. majus","Sphagnum majus (Russow) C.E.O. Jensen subsp. majus",,,,"|Musci|||Sphagnaceae|Sphagnum|majus|majus",,"Musci",,,"Sphagnaceae","Sphagnum","majus","majus","Sous-espèce","","Accepté","","2014-12-02",,,,,,"greater peat moss","sphaigne majeure","Québec, Labrador",3.3
915,915,915,"Sphagnum majus subsp. norvegicum","Sphagnum majus (Russow) C.E.O. Jensen subsp. norvegicum Flatberg",,,,"|Musci|||Sphagnaceae|Sphagnum|majus|norvegicum",,"Musci",,,"Sphagnaceae","Sphagnum","majus","norvegicum","Sous-espèce","Flatberg","Accepté","Infraspecific Epithet Authorship : Flatberg","2014-12-02",,,,,,"Norwegian peat moss","sphaigne de Norvège","Québec, Labrador",3.3
916,916,916,"Sphagnum mirum","Sphagnum mirum Flatberg & Thingsg.",,,,"|Musci|||Sphagnaceae|Sphagnum|mirum|",,"Musci",,,"Sphagnaceae","Sphagnum","mirum","","Espèce","Flatberg & Thingsg.","Accepté","","2014-12-02",,,,,,"splendid peat moss","sphaigne étrange","Québec, Labrador",3.3
917,917,917,"Sphagnum obtusum","Sphagnum obtusum Warnst.",,,,"|Musci|||Sphagnaceae|Sphagnum|obtusum|",,"Musci",,,"Sphagnaceae","Sphagnum","obtusum","","Espèce","Warnst.","Accepté","","2014-12-02",,,,,,"obtuse peat moss","sphaigne à feuilles obtuses","Québec, Labrador",3.3
918,918,918,"Sphagnum olafii","Sphagnum olafii Flatberg",,,,"|Musci|||Sphagnaceae|Sphagnum|olafii|",,"Musci",,,"Sphagnaceae","Sphagnum","olafii","","Espèce","Flatberg","Accepté","","2014-12-02",,,,,,"Olaf's peat moss","sphaigne d'Olaf","Québec, Labrador",3.3
919,919,919,"Sphagnum orientale","Sphagnum orientale L.I. Savicz",,,,"|Musci|||Sphagnaceae|Sphagnum|orientale|",,"Musci",,,"Sphagnaceae","Sphagnum","orientale","","Espèce","L.I. Savicz","Accepté","","2014-12-02",,,,,,"oriental peat moss","sphaigne orientale","Québec, Labrador",3.3
920,920,920,"Sphagnum palustre","Sphagnum palustre L.",,,,"|Musci|||Sphagnaceae|Sphagnum|palustre|",,"Musci",,,"Sphagnaceae","Sphagnum","palustre","","Espèce","L.","Accepté","","2014-12-02",,,,,,"blunt-leaved peat moss","sphaigne des marécages","Québec, Labrador",3.3
921,921,921,"Sphagnum papillosum","Sphagnum papillosum Lindb.",,,,"|Musci|||Sphagnaceae|Sphagnum|papillosum|",,"Musci",,,"Sphagnaceae","Sphagnum","papillosum","","Espèce","Lindb.","Accepté","","2014-12-02",,,,,,"papillose peat moss","sphaigne papilleuse","Québec, Labrador",3.3
922,922,922,"Sphagnum perfoliatum","Sphagnum perfoliatum L.I. Savicz",,,,"|Musci|||Sphagnaceae|Sphagnum|perfoliatum|",,"Musci",,,"Sphagnaceae","Sphagnum","perfoliatum","","Espèce","L.I. Savicz","Accepté","","2014-12-02",,,,,,"glossy peat moss","sphaigne perfoliée","Québec, Labrador",3.3
923,923,923,"Sphagnum platyphyllum","Sphagnum platyphyllum (Lindb.) Warnst.",,,,"|Musci|||Sphagnaceae|Sphagnum|platyphyllum|",,"Musci",,,"Sphagnaceae","Sphagnum","platyphyllum","","Espèce","(Lindb.) Warnst.","Accepté","","2014-12-02",,,,,,"flat-leaved peat moss","sphaigne à feuilles larges","Québec, Labrador",3.3
924,924,924,"Sphagnum pulchrum","Sphagnum pulchrum (Lindb.) Warnst.",,,,"|Musci|||Sphagnaceae|Sphagnum|pulchrum|",,"Musci",,,"Sphagnaceae","Sphagnum","pulchrum","","Espèce","(Lindb.) Warnst.","Accepté","","2014-12-02",,,,,,"beautiful peat moss","sphaigne remarquable","Québec, Labrador",3.3
925,925,925,"Sphagnum pylaesii","Sphagnum pylaesii Brid.",,,,"|Musci|||Sphagnaceae|Sphagnum|pylaesii|",,"Musci",,,"Sphagnaceae","Sphagnum","pylaesii","","Espèce","Brid.","Accepté","","2014-12-02",,,,,,"Pylaie's peat moss","sphaigne de La Pylaie","Québec, Labrador",3.3
926,926,926,"Sphagnum quinquefarium","Sphagnum quinquefarium (Lindb.) Warnst.",,,,"|Musci|||Sphagnaceae|Sphagnum|quinquefarium|",,"Musci",,,"Sphagnaceae","Sphagnum","quinquefarium","","Espèce","(Lindb.) Warnst.","Accepté","","2014-12-02",,,,,,"five-ranked peat moss","sphaigne à cinq rangs","Québec, Labrador",3.3
927,927,927,"Sphagnum riparium","Sphagnum riparium Ångström",,,,"|Musci|||Sphagnaceae|Sphagnum|riparium|",,"Musci",,,"Sphagnaceae","Sphagnum","riparium","","Espèce","Ångström","Accepté","","2014-12-02",,,,,,"streamside peat moss","sphaigne des rivages","Québec, Labrador",3.3
928,928,928,"Sphagnum rubellum","Sphagnum rubellum Wilson",,,,"|Musci|||Sphagnaceae|Sphagnum|rubellum|",,"Musci",,,"Sphagnaceae","Sphagnum","rubellum","","Espèce","Wilson","Accepté","","2014-12-02",,,,,,"red peat moss","sphaigne rougeâtre","Québec, Labrador",3.3
929,929,929,"Sphagnum rubiginosum","Sphagnum rubiginosum Flatberg",,,,"|Musci|||Sphagnaceae|Sphagnum|rubiginosum|",,"Musci",,,"Sphagnaceae","Sphagnum","rubiginosum","","Espèce","Flatberg","Accepté","","2014-12-02",,,,,,"variegated peat moss","sphaigne panachée","Québec, Labrador",3.3
930,930,930,"Sphagnum russowii","Sphagnum russowii Warnst.",,,,"|Musci|||Sphagnaceae|Sphagnum|russowii|",,"Musci",,,"Sphagnaceae","Sphagnum","russowii","","Espèce","Warnst.","Accepté","","2014-12-02",,,,,,"Russow's peat moss","sphaigne de Russow","Québec, Labrador",3.3
931,931,931,"Sphagnum squarrosum","Sphagnum squarrosum Crome",,,,"|Musci|||Sphagnaceae|Sphagnum|squarrosum|",,"Musci",,,"Sphagnaceae","Sphagnum","squarrosum","","Espèce","Crome","Accepté","","2014-12-02",,,,,,"shaggy peat moss","sphaigne hérissée","Québec, Labrador",3.3
932,932,932,"Sphagnum steerei","Sphagnum steerei R.E. Andrus",,,,"|Musci|||Sphagnaceae|Sphagnum|steerei|",,"Musci",,,"Sphagnaceae","Sphagnum","steerei","","Espèce","R.E. Andrus","Accepté","","2014-12-02",,,,,,"Steere's peat moss","sphaigne de Steere","Québec, Labrador",3.3
933,933,933,"Sphagnum subfulvum","Sphagnum subfulvum Sjörs",,,,"|Musci|||Sphagnaceae|Sphagnum|subfulvum|",,"Musci",,,"Sphagnaceae","Sphagnum","subfulvum","","Espèce","Sjörs","Accepté","","2014-12-02",,,,,,"fulvous peat moss","sphaigne fauve","Québec, Labrador",3.3
934,934,934,"Sphagnum subsecundum","Sphagnum subsecundum Nees",,,,"|Musci|||Sphagnaceae|Sphagnum|subsecundum|",,"Musci",,,"Sphagnaceae","Sphagnum","subsecundum","","Espèce","Nees","Accepté","","2014-12-02",,,,,,"orange peat moss","sphaigne courbée","Québec, Labrador",3.3
935,935,935,"Sphagnum tenellum","Sphagnum tenellum (Brid.) Brid.",,,,"|Musci|||Sphagnaceae|Sphagnum|tenellum|",,"Musci",,,"Sphagnaceae","Sphagnum","tenellum","","Espèce","(Brid.) Brid.","Accepté","","2014-12-02",,,,,,"soft peat moss","sphaigne délicate","Québec, Labrador",3.3
936,936,936,"Sphagnum tenerum","Sphagnum tenerum Sull. & Lesq. ex Sull.",,,,"|Musci|||Sphagnaceae|Sphagnum|tenerum|",,"Musci",,,"Sphagnaceae","Sphagnum","tenerum","","Espèce","Sull. & Lesq. ex Sull.","Accepté","","2014-12-02",,,,,,"slender peat moss","sphaigne tendre","Québec, Labrador",3.3
937,937,937,"Sphagnum teres","Sphagnum teres (Schimp.) Ångström",,,,"|Musci|||Sphagnaceae|Sphagnum|teres|",,"Musci",,,"Sphagnaceae","Sphagnum","teres","","Espèce","(Schimp.) Ångström","Accepté","","2014-12-02",,,,,,"rigid peat moss","sphaigne arrondie","Québec, Labrador",3.3
938,938,938,"Sphagnum torreyanum","Sphagnum torreyanum Sull.",,,,"|Musci|||Sphagnaceae|Sphagnum|torreyanum|",,"Musci",,,"Sphagnaceae","Sphagnum","torreyanum","","Espèce","Sull.","Accepté","","2014-12-02",,,,,,"Torrey's peat moss","sphaigne de Torrey","Québec, Labrador",3.3
939,939,939,"Sphagnum tundrae","Sphagnum tundrae Flatberg",,,,"|Musci|||Sphagnaceae|Sphagnum|tundrae|",,"Musci",,,"Sphagnaceae","Sphagnum","tundrae","","Espèce","Flatberg","Accepté","","2014-12-02",,,,,,"tundra peat moss","sphaigne de la toundra","Québec, Labrador",3.3
940,940,940,"Sphagnum venustum","Sphagnum venustum Flatberg",,,,"|Musci|||Sphagnaceae|Sphagnum|venustum|",,"Musci",,,"Sphagnaceae","Sphagnum","venustum","","Espèce","Flatberg","Accepté","","2014-12-02",,,,,,"charming peat moss","sphaigne charmante","Québec, Labrador",3.3
941,941,941,"Sphagnum warnstorfii","Sphagnum warnstorfii Russow",,,,"|Musci|||Sphagnaceae|Sphagnum|warnstorfii|",,"Musci",,,"Sphagnaceae","Sphagnum","warnstorfii","","Espèce","Russow","Accepté","","2014-12-02",,,,,,"Warnstorf's peat moss","sphaigne de Warnstorf","Québec, Labrador",3.3
942,942,942,"Sphagnum wulfianum","Sphagnum wulfianum Girg.",,,,"|Musci|||Sphagnaceae|Sphagnum|wulfianum|",,"Musci",,,"Sphagnaceae","Sphagnum","wulfianum","","Espèce","Girg.","Accepté","","2014-12-02",,,,,,"Wulf's peat moss","sphaigne de Wulf","Québec, Labrador",3.3
943,943,943,"Splachnum ampullaceum","Splachnum ampullaceum Hedw.",,,,"|Musci|||Splachnaceae|Splachnum|ampullaceum|",,"Musci",,,"Splachnaceae","Splachnum","ampullaceum","","Espèce","Hedw.","Accepté","","2014-12-02",,,,,,"cruet dung moss","splanc bouteille","Québec, Labrador",3.3
944,944,944,"Splachnum luteum","Splachnum luteum Hedw.",,,,"|Musci|||Splachnaceae|Splachnum|luteum|",,"Musci",,,"Splachnaceae","Splachnum","luteum","","Espèce","Hedw.","Accepté","","2014-12-02",,,,,,"yellow dung moss","splanc jaunâtre","Québec, Labrador",3.3
945,945,945,"Splachnum pensylvanicum","Splachnum pensylvanicum (Brid.) Grout ex H.A. Crum",,,,"|Musci|||Splachnaceae|Splachnum|pensylvanicum|",,"Musci",,,"Splachnaceae","Splachnum","pensylvanicum","","Espèce","(Brid.) Grout ex H.A. Crum","Accepté","","2014-12-02",,,,,,"Pennsylvania dung moss","splanc étroit","Québec, Labrador",3.3
946,946,946,"Splachnum rubrum","Splachnum rubrum Hedw.",,,,"|Musci|||Splachnaceae|Splachnum|rubrum|",,"Musci",,,"Splachnaceae","Splachnum","rubrum","","Espèce","Hedw.","Accepté","","2014-12-02",,,,,,"red dung moss","splanc rouge","Québec, Labrador",3.3
947,947,947,"Splachnum sphaericum","Splachnum sphaericum Hedw.",,,,"|Musci|||Splachnaceae|Splachnum|sphaericum|",,"Musci",,,"Splachnaceae","Splachnum","sphaericum","","Espèce","Hedw.","Accepté","","2014-12-02",,,,,,"round-fruited dung moss","splanc sphérique","Québec, Labrador",3.3
948,948,948,"Splachnum vasculosum","Splachnum vasculosum Hedw.",,,,"|Musci|||Splachnaceae|Splachnum|vasculosum|",,"Musci",,,"Splachnaceae","Splachnum","vasculosum","","Espèce","Hedw.","Accepté","","2014-12-02",,,,,,"rugged dung moss","splanc pichet","Québec, Labrador",3.3
949,949,949,"Stegonia latifolia var. latifolia","Stegonia latifolia (Schwägr.) Venturi ex Broth. var. latifolia",,,,"|Musci|||Pottiaceae|Stegonia|latifolia|latifolia",,"Musci",,,"Pottiaceae","Stegonia","latifolia","latifolia","Variété","","Accepté","","2014-12-02",,,,,,"broad-leaved stegonia moss","stégonie à feuilles larges","Québec, Labrador",3.3
950,950,950,"Stegonia latifolia var. pilifera","Stegonia latifolia (Schwägr.) Venturi ex Broth. var. pilifera (Dicks.) Broth.",,,,"|Musci|||Pottiaceae|Stegonia|latifolia|pilifera",,"Musci",,,"Pottiaceae","Stegonia","latifolia","pilifera","Variété","(Dicks.) Broth.","Accepté","Infraspecific Epithet Authorship : (Dicks.) Broth.","2014-12-02",,,,,,"awned stegonia moss","stégonie porte-poil","Québec, Labrador",3.3
951,951,951,"Straminergon stramineum","Straminergon stramineum (Dicks. ex Brid.) Hedenäs",,,,"|Musci|||Calliergonaceae|Straminergon|stramineum|",,"Musci",,,"Calliergonaceae","Straminergon","stramineum","","Espèce","(Dicks. ex Brid.) Hedenäs","Accepté","","2014-12-02",,,,,,"straw moss","calliergon jaunâtre","Québec, Labrador",3.3
953,953,953,"Syntrichia norvegica","Syntrichia norvegica F. Weber",,,,"|Musci|||Pottiaceae|Syntrichia|norvegica|",,"Musci",,,"Pottiaceae","Syntrichia","norvegica","","Espèce","F. Weber","Accepté","","2014-12-02",,,,,,"Norway screw moss","tortule des rochers","Québec, Labrador",3.3
