id	vernacularName	source	language	countryCode	isPreferredName	taxonRemarks
182	two-lobed flapwort		Anglais		True	
182	nardie bilobée		Français		True	
182	nardie des insectes		Français			
183	ladder flapwort		Anglais		True	
183	nardie échelonnée		Français		True	
183	nardie en échelle		Français			
183	aliculaire en échellons		Français			
183	jongermanne en échellons		Français			
184	wood rustwort		Anglais		True	
184	arabesque des forêts		Français		True	
184	nowellie des forêts		Français			
184	jongermanne à feuilles courbes		Français			
185	matchstick flapwort		Anglais		True	
185	vénusté dénudée		Français		True	
185	odontoschisme nu		Français			
186	brown flapwort		Anglais		True	
186	vénusté élancée		Français		True	
186	odontoschisme élevé		Français			
187	Macouns flapwort		Anglais		True	
187	vénusté cylindrique		Français		True	
187	odontoschisme de Macoun		Français			
188	Lyells ribbonwort		Anglais		True	
188	ruban nervuré		Français		True	
188	pallavicinie de Lyell		Français			
189	endive pellia		Anglais		True	
189	pellie ramifiée		Français		True	
189	pellie à feuilles dendives		Français			
190	common pellia		Anglais		True	
190	pellie bisexuée		Français		True	
190	pellia épiphylle		Français			
190	pellie épiphylle		Français			
190	jongermanne épiphylle		Français			
191	large-spored pellia		Anglais		True	
191	pellie tubulaire		Français		True	
192	Nees pellia		Anglais		True	
192	pellie annulaire		Français		True	
192	pellia de Nees		Français			
193	northern lesser featherwort		Anglais		True	
193	plumette subarctique		Français		True	
194	lesser featherwort		Anglais		True	
194	plumette infléchie		Français		True	
194	plagiochile fausse-porelle		Français			
196	snow threadwort		Anglais		True	
196	dame blanche		Français		True	
198	pinnate scalewort		Anglais		True	
198	porelle pennée		Français		True	
199	wall scalewort		Anglais		True	
199	porelle à feuilles larges		Français		True	
199	porelle platyphylle		Français			
199	madothèque à larges feuilles		Français			
199	jongermanne à larges feuilles		Français			
201	Swedish frostwort		Anglais		True	
201	prasanthe des vents		Français		True	
201	prasanthe de Suède		Français			
202	narrow mushroom-headed liverwort		Anglais		True	
202	preissie commune		Français		True	
202	preissie quadratique		Français			
203	northern mushroom-headed liverwort		Anglais		True	
203	preissie nordique		Français		True	
204	ciliate fringewort		Anglais		True	
204	ptilidie des rochers		Français		True	
204	ptilidie cilié		Français			
204	jongermanne ciliée		Français			
205	tree fringewort		Anglais		True	
205	ptilidie des forêts		Français		True	
205	ptilidie arboricole		Français			
206	flat-leaved scalewort		Anglais		True	
206	radule aplatie		Français		True	
206	radule plate		Français			
206	radule aplanie		Français			
206	jongermanne aplatie		Français			
206	jongermanne applati		Français			
207	purple-margined liverwort		Anglais		True	
207	réboulie commune		Français		True	
207	reboulie hémisphérique		Français			
207	réboulie hémisphérique		Français			
207	rebouillie hémisphérique		Français			
207	marchantie hémisphérique		Français			
208	jagged germanderwort		Anglais		True	
208	riccardie des cédrières		Français		True	
208	riccardie à feuille de chêne		Français			
209	bog germanderwort		Anglais		True	
209	riccardie des tourbières		Français		True	
210	delicate germanderwort		Anglais		True	
210	riccardie élégante		Français		True	
210	riccardie délicate		Français			
210	aneure découpée		Français			
210	aneure multifide		Français			
210	jongermanne découpée		Français			
211	palmate germanderwort		Anglais		True	
211	riccardie palmée		Français		True	
211	aneure palmée		Français			
211	jongermanne palmée		Français			
212	lizard crystalwort		Anglais		True	
212	riccie fourchue		Français		True	
212	riccie bifurquée		Français			
212	riccie deux fois fourchu		Français			
213	cavernous crystalwort		Anglais		True	
213	riccie caverneuse		Français		True	
213	riccie poreuse		Français			
214	floating crystalwort		Anglais		True	
214	riccie flottante		Français		True	
215	Frosts crystalwort		Anglais		True	
215	riccie à marges rouges		Français		True	
215	riccie de Frost		Français			
216	Sullivants crystalwort		Anglais		True	
216	riccie ventrue		Français		True	
216	riccie de Sullivant		Français			
217	pond crystalwort		Anglais		True	
217	riccie précieuse		Français		True	
217	riccie du Rhin		Français			
218	riccie grisâtre		Français		True	
219	purple-fringed liverwort		Anglais		True	
219	ondine à ventre violet		Français		True	
219	ricciocarpe flottant		Français			
219	riccie nageante		Français			
220	snow lungwort		Anglais		True	
220	sautérie alpine		Français		True	
221	pointed earwort		Anglais		True	
221	scapanie apiculée		Français		True	
222	short-stemmed earwort		Anglais		True	
222	scapanie à tige courte		Français		True	
223	ambiguous earwort		Anglais		True	
223	scapanie ambiguë		Français		True	
224	Carinthian earwort		Anglais		True	
224	scapanie bois-pourri		Français		True	
224	scapanie de Carinthie		Français			
225	knobby earwort		Anglais		True	
225	scapanie bosselée		Français		True	
226	least earwort		Anglais		True	
226	scapanie boréale		Français		True	
226	scapanie écourté		Français			
227	untidy earwort		Anglais		True	
227	scapanie à pointes acérées		Français		True	
227	scapanie désordonnée		Français			
228	glaucous-headed earwort		Anglais		True	
228	scapanie glauque		Français		True	
228	scapanie à tête glauque		Français			
229	narrow-lobed earwort		Anglais		True	
229	scapanie à lobes étroits		Français		True	
230	northern earwort		Anglais		True	
230	scapanie hyperboréale		Français		True	
230	scapanie hyperboréenne		Français			
231	heath earwort		Anglais		True	
231	scapanie des rivages		Français		True	
231	scapanie des bruyères		Français			
231	scapanie mouillée		Français			
232	beach earwort		Anglais		True	
232	scapanie des plages		Français		True	
233	Kaurins earwort		Anglais		True	
233	scapanie inusitée		Français		True	
233	scapanie de Kaurin		Français			
234	strap-leaved earwort		Anglais		True	
234	scapanie à feuilles ligulées		Français		True	
235	mucronate earwort		Anglais		True	
235	scapanie mucronée		Français		True	
236	grove earwort		Anglais		True	
236	scapanie des bois		Français		True	
236	scapanie du bois		Français			
238	patch earwort		Anglais		True	
238	scapanie cur-renversé		Français		True	
238	scapanie obcordée		Français			
239	bog earwort		Anglais		True	
239	scapanie des tourbières		Français		True	
239	scapanie des marais		Français			
240	green-gemma earwort		Anglais		True	
240	scapanie à gemmules vertes		Français		True	
240	scapanie à bourgeons verts		Français			
241	floppy earwort		Anglais		True	
241	scapanie des sources		Français		True	
241	scapanie à feuilles pendantes		Français			
242	ciliate earwort		Anglais		True	
242	scapanie délicate		Français		True	
243	Norwegian earwort		Anglais		True	
243	scapanie à petites feuilles		Français		True	
244	Baffin Island earwort		Anglais		True	
244	scapanie dentelée		Français		True	
245	Spitsbergen earwort		Anglais		True	
245	scapanie nordique		Français		True	
245	scapanie barbelée		Français			
246	subalpine earwort		Anglais		True	
246	scapanie subalpine		Français		True	
247	marsh earwort		Anglais		True	
247	scapanie des marécages		Français		True	
247	jongermanne uligineuse		Français			
248	shady earwort		Anglais		True	
248	scapanie dent-de-scie		Français		True	
248	scapanie ombragée		Français			
248	jongermanne des lieux ombragés		Français			
249	water earwort		Anglais		True	
249	scapanie ondulée		Français		True	
249	jongermanne ondulée		Français			
250	delicate notchwort		Anglais		True	
250	lophozie des sables		Français		True	
250	lophozie capitée		Français			
252	purple-lobed notchwort		Anglais		True	
252	lophozie à ventre noir		Français		True	
252	lophozie à lobes pourpres		Français			
254	jagged notchwort		Anglais		True	
254	lophozie incisée		Français		True	
254	jongermanne incisée		Français			
256	alpine jagged notchwort		Anglais		True	
256	lophozie à feuilles opaques		Français		True	
258	marsh notchwort		Anglais		True	
258	lophozie lâche		Français		True	
260	monster pawwort		Anglais		True	
260	mélusine splendide		Français		True	
260	tétralophozie sétacée		Français			
260	jongermanne en forme de crin		Français			
261	woolly liverwort		Anglais		True	
261	égipan laineux		Français		True	
261	trichocolée tomenteuse		Français			
261	trichocolée cotonneuse		Français			
261	trichocole tomenteuse		Français			
261	jongermanne tomenteuse		Français			
262	cut notchwort		Anglais		True	
262	tritomaire découpée		Français		True	
262	tritomaire incisée		Français			
262	jongermanne coupée		Français			
263	large cut notchwort		Anglais		True	
263	tritomaire disséquée		Français		True	
263	tritomaire incisée profondément		Français			
264	variable-leaved notchwort		Anglais		True	
264	tritomaire à feuilles variables		Français		True	
265	flush notchwort		Anglais		True	
265	tritomaire élégante		Français		True	
265	tritomaire polie		Français			
266	polymorphic notchwort		Anglais		True	
266	tritomaire polymorphe		Français		True	
267	Lyons notchwort		Anglais		True	
267	grande tritomaire		Français		True	
267	tritomaire de Lyons		Français			
267	jongermanne à cinq dents		Français			
268	large notchwort		Anglais		True	
268	tritomaire enflée		Français		True	
269	mountain notchwort		Anglais		True	
269	tritomaire des montagnes		Français		True	
270	wiry fern moss		Anglais		True	
270	thuidie petit-sapin		Français		True	
270	thyidie des sapins		Français			
270	tuidie des Sapins		Français			
270	hypne des sapins		Français			
272	dwarf earth moss		Anglais		True	
272	acaulon mutique		Français		True	
272	phasque sans pointe		Français			
272	sphérange mutique		Français			
272	phasque mutique		Français			
272	phasque emoussé		Français			
273	short-beaked screw moss		Anglais		True	
273	aloïna à bec court		Français		True	
274	rigid screw moss		Anglais		True	
274	aloïna rigide		Français		True	
274	barbule raide		Français			
274	tortule raide		Français			
274	barbule roide		Français			
274	tortule roide		Français			
275	short-toothed hump moss		Anglais		True	
275	amblyodon blanchâtre		Français		True	
276	Jurkatzka's feather moss		Anglais		True	
276	amblystégie rampante		Français		True	
276	hypne serpent		Français			
276	amblystège rampant		Français			
276	stéréode traînant		Français			
276	hypne rampant		Français			
278	Lapland yoke moss		Anglais		True	
278	amphidie commune		Français		True	
278	gymnostome de Lapponie		Français			
279	Mougeot's yoke moss		Anglais		True	
279	amphidie à feuilles linéaires		Français		True	
279	amphidie de Mougeot		Français			
279	amphoridie de Mougeot		Français			
279	zygodon de Mougeot		Français			
280	knot-hole moss		Anglais		True	
280	amblystégie arboricole		Français		True	
280	anacamptodon splanc		Français			
280	adossette splachnoïde		Français			
281	slender rock moss		Anglais		True	
281	lanterne alpestre		Français		True	
281	petrophile des Alpes		Français			
282	Blytt's rock moss		Anglais		True	
282	lanterne à pointe effilée		Français		True	
283	thick-nerved rock moss		Anglais		True	
283	lanterne à nervure épaisse		Français		True	
285	snow rock moss		Anglais		True	
285	lanterne des neiges		Français		True	
285	andrée des neiges		Français			
285	petrophile des neiges		Français			
286	obovate rock moss		Anglais		True	
286	lanterne à feuilles obovées		Français		True	
286	andrée à feuilles obovées		Français			
287	dusky rock moss		Anglais		True	
287	lanterne noire		Français		True	
287	andrée de Roth		Français			
287	petrophile de Roth		Français			
288	black rock moss		Anglais		True	
288	lanterne des rochers		Français		True	
288	andrée des rochers		Français			
288	andréée des rochers		Français			
288	petrophile des rochers		Français			
289	slender silver moss		Anglais		True	
289	bryum ficelle		Français		True	
289	bry à chatons		Français			
292	slender anomodon		Anglais		True	
292	anomodon atténué		Français		True	
292	anomode atténué		Français			
292	leskée atténuée		Français			
292	buissonnette atténuée		Français			
293	blunt-leaved anomodon		Anglais		True	
293	anomodon mineur		Français		True	
293	eleutérie mineure		Français			
294	long-beaked anomodon		Anglais		True	
294	anomodon à longue pointe		Français		True	
294	buissonnette à bec		Français			
295	Rugel's anomodon		Anglais		True	
295	anomodon à oreillettes		Français		True	
296	tall anomodon		Anglais		True	
296	anomodon robuste		Français		True	
296	leskée sarmenteuse		Français			
296	anomodon sarmenteux		Français			
296	eleutérie sarmenteuse		Français			
296	neckère sarmenteuse		Français			
297	sprig moss		Anglais		True	
297	branchette dressée		Français		True	
297	angstroemie brindille		Français			
298	serrate aphanorrhegma		Anglais		True	
298	korrigan dentelé		Français		True	
299	carrion moss		Anglais		True	
299	aplodon arctique		Français		True	
300	Andersson's arctic moss		Anglais		True	
300	faux-dicrane arctique		Français		True	
301	tawny fork moss		Anglais		True	
301	faux-dicrane fauve		Français		True	
302	northern fork moss		Anglais		True	
302	faux-dicrane nordique		Français		True	
302	bifurque hyperboréenne		Français			
303	ridged smoothcap moss		Anglais		True	
303	atric denté		Français		True	
304	lesser smoothcap moss		Anglais		True	
304	atric à feuilles étroites		Français		True	
304	catherinette retrécie		Français			
305	strongly crispate smoothcap moss		Anglais		True	
305	atric tomenteux		Français		True	
306	crispate smoothcap moss		Anglais		True	
306	atric crispé		Français		True	
307	slender smoothcap moss		Anglais		True	
307	atric délicat		Français		True	
307	catherinette délicate		Français			
308	little groove moss		Anglais		True	
308	petite aulacomnie		Français		True	
308	mnie androgyne		Français			
308	aulacomnie androgyne		Français			
308	aulocomnion androgyn		Français			
308	aulacomnion androgyne		Français			
308	mniole androgyne		Français			
308	bry androgin		Français			
309	ribbed bog moss		Anglais		True	
309	aulacomnie des marais		Français		True	
309	mnie des marais		Français			
309	hypne des marais		Français			
