id	vernacularName	source	language	countryCode	isPreferredName	taxonRemarks
309	aulacomne des marais		Français			
309	aulocomnion des marais		Français			
309	mniole des marais		Français			
309	bry des marais		Français			
310	mountain groove moss		Anglais		True	
310	aulacomnie gonflée		Français		True	
310	mniole enflé		Français			
311	curly beard moss		Anglais		True	
311	barbule des champs		Français		True	
311	barbule enveloppée		Français			
311	tortule enveloppée		Français			
311	barbule roulée		Français			
312	prickly beard moss		Anglais		True	
312	barbule ubiquiste		Français		True	
312	barbule ongle doiseau		Français			
312	barbule onguiculée		Français			
312	tortule ongle doiseau		Français			
312	barbule unguiculée		Français			
313	straight-leaved apple moss		Anglais		True	
313	bartramie à feuilles droites		Français		True	
313	barthramie ithyphylle		Français			
313	pommette majeure		Français			
313	barthramie à feuilles droites		Français			
314	common apple moss		Anglais		True	
314	bartramie pommette		Français		True	
314	bartramie à capsules en forme de pomme		Français			
314	bartramie pomiforme		Français			
314	barthramie porte-pomme		Français			
314	bartramie commune		Français			
314	pommette commune		Français			
314	barthramie vulgaire		Français			
314	barthramie crépue		Français			
315	sharp-leaved Blind's moss		Anglais		True	
315	blindie aiguë		Français		True	
315	rasule subulée		Français			
316	acuminate ragged moss		Anglais		True	
316	buissonnette acuminée		Français		True	
316	buissonnette pointue		Français			
317	acute ragged moss		Anglais		True	
317	buissonnette aiguë		Français		True	
318	whitish ragged moss		Anglais		True	
318	buissonnette blanchâtre		Français		True	
318	hypne blanchâtre		Français			
318	brachythèque blanchâtre		Français			
319	field ragged moss		Anglais		True	
319	buissonnette des champs		Français		True	
319	brachythèque des champs		Français			
320	short-leaved ragged moss		Anglais		True	
320	buissonnette équivoque		Français		True	
321	taiga ragged moss		Anglais		True	
321	buissonnette crispée		Français		True	
322	falcate ragged moss		Anglais		True	
322	buissonnette des arbres		Français		True	
323	snow feather moss		Anglais		True	
323	buissonnette des neiges		Français		True	
324	bright ragged moss		Anglais		True	
324	buissonnette ubiquiste		Français		True	
324	hypne gai		Français			
326	wide-leaved ragged moss		Anglais		True	
326	buissonnette à feuilles larges		Français		True	
327	rusty ragged moss		Anglais		True	
327	buissonnette plumeuse		Français		True	
327	hypne plumeux		Français			
327	brachythèque plumeux		Français			
327	hypne plumuleux		Français			
327	hypne en plume		Français			
328	matted ragged moss		Anglais		True	
328	buissonnette à nervure longue		Français		True	
328	hypne des peupliers		Français			
328	brachythèque des peupliers		Français			
329	reflexed ragged moss		Anglais		True	
329	buissonnette réfléchie		Français		True	
329	hypne réféchi		Français			
330	river ragged moss		Anglais		True	
330	buissonnette des rivières		Français		True	
330	brachythèque des rives		Français			
330	hypne des rives		Français			
331	glaucous green ragged moss		Anglais		True	
331	buissonnette méridionale		Français		True	
332	rough-stalked ragged moss		Anglais		True	
332	buissonnette commune		Français		True	
332	brachytécie à soie raide		Français			
332	hypne fourgon		Français			
332	brachythèque fourgon		Français			
332	hypne foulon		Français			
333	Starke's ragged moss		Anglais		True	
333	buissonnette ambiguë		Français		True	
333	stéréode de Stark		Français			
334	thick ragged moss		Anglais		True	
334	buissonnette turgide		Français		True	
335	velvet ragged moss		Anglais		True	
335	buissonnette veloutée		Français		True	
335	brachytécie veloutée		Français			
335	hypne velouté		Français			
335	brachythèque velouté		Français			
336	meadow plait moss		Anglais		True	
336	hypne des prés		Français		True	
338	recurved brotherella		Anglais		True	
338	dorure des forêts		Français		True	
338	stéréode recourbé		Français			
339	bending Bruch's moss		Anglais		True	
339	bruchie flexueuse		Français		True	
340	pale mat moss		Anglais		True	
340	buissonnette papilleuse		Français		True	
340	hypne vert dherbe		Français			
341	New England mat moss		Anglais		True	
341	buissonnette à feuilles tordues		Français		True	
342	red beard moss		Anglais		True	
342	pixie rouge		Français		True	
343	drooping bryum		Anglais		True	
343	bryum réticulé		Français		True	
345	black-spored bryum		Anglais		True	
345	bryum archange		Français		True	
349	arctic bryum		Anglais		True	
349	bryum arctique		Français		True	
351	silvery bryum		Anglais		True	
351	bryum argenté		Français		True	
351	bry argenté		Français			
352	bimous marsh bryum		Anglais		True	
352	bryum brunâtre		Français		True	
352	bryum bisannuel		Français			
352	bry bisannuel		Français			
354	Blind's bryum		Anglais		True	
354	bryum minuscule		Français		True	
354	bryum de Blind		Français			
355	tufted bryum		Anglais		True	
355	bryum cespiteux		Français		True	
355	bryum en gazon		Français			
355	bry en gazon		Français			
355	bry gazonneux		Français			
356	beautiful bryum		Anglais		True	
356	bryum cylindrique		Français		True	
356	bryum faux-calobryum		Français			
357	matted bryum		Anglais		True	
357	bryum carpette		Français		True	
357	branchule à belles feuilles		Français			
358	capillary bryum		Anglais		True	
358	bryum capillaire		Français		True	
358	bryum chevelu		Français			
358	bry capillaire		Français			
359	tight-tufted bryum		Anglais		True	
359	bryum commun		Français		True	
361	pink-red compact bryum		Anglais		True	
361	bryum rouge		Français		True	
362	round-leaved bryum		Anglais		True	
362	bryum à feuilles rondes		Français		True	
363	orange-tuber bryum		Anglais		True	
363	bryum des champs		Français		True	
364	bicoloured bryum		Anglais		True	
364	bryum bicolore		Français		True	
364	bry dichotome		Français			
366	elegant bryum		Anglais		True	
366	bryum élégant		Français		True	
366	bry élégant		Français			
367	small-bud bryum		Anglais		True	
367	bryum à petites gemmules		Français		True	
368	bud-tipped bryum		Anglais		True	
368	bryum gemmipare		Français		True	
369	raspberry bryum		Anglais		True	
369	bryum à petits tubercules		Français		True	
370	Knowlton's bryum		Anglais		True	
370	bryum nordique		Français		True	
370	bryum de Knowlton		Français			
371	Syed's bryum		Anglais		True	
371	bryum chevelu		Français		True	
374	long-stalked bryum		Anglais		True	
374	bryum à soie longue		Français		True	
375	Baltic bryum		Anglais		True	
375	bryum furtif		Français		True	
375	bryum de Marrat		Français			
376	Muehlenbeck's bryum		Anglais		True	
376	bryum à feuilles concaves		Français		True	
377	pale bryum		Anglais		True	
377	bryum rose		Français		True	
377	bryum pâle		Français			
377	bry pâle		Français			
378	tall-clustered bryum		Anglais		True	
378	bryum pâlissant		Français		True	
378	bry pâle		Français			
378	bry pâlissant		Français			
379	common green bryum		Anglais		True	
379	grand bryum		Français		True	
379	bryum faux triangle		Français			
379	bry faux triquètre		Français			
379	bry ventru		Français			
380	crimson-tuber bryum		Anglais		True	
380	bryum à tubercules rouges		Français		True	
381	saltmarsh bryum		Anglais		True	
381	bryum salin		Français		True	
382	yellow-tuber bryum		Anglais		True	
382	bryum à tubercules jaunes		Français		True	
383	topshape bryum		Anglais		True	
383	bryum changeant		Français		True	
383	bryum en toupie		Français			
383	bry en toupie		Français			
383	bry-toupie		Français			
384	swamp bryum		Anglais		True	
384	bryum des marécages		Français		True	
386	river bryum		Anglais		True	
386	bryum vert		Français		True	
387	violet bryum		Anglais		True	
387	bryum violet		Français		True	
388	sea bryum		Anglais		True	
388	bryum marin		Français		True	
388	bry Warnéen		Français			
389	Weigel's bryum		Anglais		True	
389	bryum à feuilles décurrentes		Français		True	
390	Wright's bryum		Anglais		True	
390	bryum à capsule rouge		Français		True	
390	bryum de Wright		Français			
391	brown shield moss		Anglais		True	
391	gnome discret		Français		True	
391	buxbaumie sans feuilles		Français			
391	buxbaumie sans feuille		Français			
391	saccophore commune		Français			
391	pied de cheval commun		Français			
392	beautiful branch moss		Anglais		True	
392	fougerole commune		Français		True	
392	hypne de Haldan		Français			
392	hypne à bec recourbé		Français			
393	heart-leaved spear moss		Anglais		True	
393	calliergon commun		Français		True	
393	hypne feuilles en coeur		Français			
393	hypne à feuilles cordées		Français			
393	hypne à feuilles en cur		Français			
393	stéréode à feuilles en forme de cur		Français			
393	hypne en coeur		Français			
394	giant spear moss		Anglais		True	
394	calliergon géant		Français		True	
394	hypne géant		Français			
395	Richardson's spear moss		Anglais		True	
395	calliergon boréal		Français		True	
397	common large wetland moss		Anglais		True	
397	calliergonelle cuspidée		Français		True	
397	hypne pointu		Français			
397	hypne cuspidé		Français			
397	stéréode pointu		Français			
399	golden creeping moss		Anglais		True	
399	campylie à feuilles dorées		Français		True	
399	hypne à feuilles dorées		Français			
399	hypne à feuilles dor		Français			
399	stéréode à feuilles dorées		Français			
401	dull starry fen moss		Anglais		True	
401	campylie allongée		Français		True	
402	yellow starry fen moss		Anglais		True	
402	campylie étoilée		Français		True	
402	hypne étoilé		Français			
402	hypne en étoile		Français			
402	stéréode étoilé		Français			
403	Haller's fine wet moss		Anglais		True	
403	campylie des rochers		Français		True	
403	stéréode de Haller		Français			
403	hypne de Haller		Français			
405	common fine wet moss		Anglais		True	
405	campylie hispide		Français		True	
407	Sommerfelt's fine wet moss		Anglais		True	
407	campylie ambiguë		Français		True	
407	hypne de Sommerfelt		Français			
407	hypne de Sommerfeld		Français			
409	Schimper's swan-neck moss		Anglais		True	
409	torpied arctique		Français		True	
409	campylope de schimper		Français			
410	sandstone swan-neck moss		Anglais		True	
410	servan des rochers		Français		True	
411	black golf club moss		Anglais		True	
411	noiraude bâton-de-golf		Français		True	
411	noirette commune		Français			
411	weissie noirâte		Français			
412	round-leaved ceratodon moss		Anglais		True	
412	cératodon varié		Français		True	
413	fire moss		Anglais		True	
413	cératodon pourpre		Français		True	
413	cornident pourpré		Français			
413	cératodon purpurin		Français			
413	cornident purpurin		Français			
413	dicrane purpurin		Français			
414	wide-leaved cinclidium moss		Anglais		True	
414	mnie à feuilles larges		Français		True	
415	sooty cupola moss		Anglais		True	
415	mnie apiculée		Français		True	
415	coupoline stygienne		Français			
416	ovate cupola moss		Anglais		True	
416	mnie à feuilles rondes		Français		True	
417	hair-pointed moss		Anglais		True	
417	buissonnette porte-poil		Français		True	
417	cirriphylle porte-poil		Français			
417	hypne porte-poil		Français			
417	eurhynque pilifère		Français			
417	hypne pilifère		Français			
418	American tree moss		Anglais		True	
418	climacie méridionale		Français		True	
418	climacie dAmérique		Français			
418	escalinette dAmérique		Français			
419	northern tree moss		Anglais		True	
419	climacie arbustive		Français		True	
419	hypne en arbre		Français			
419	hypne arbrisseau		Français			
419	climacie petit arbre		Français			
419	climacie en arbre		Français			
419	climacium arbrisseau		Français			
419	climacion dendroïde		Français			
419	escalinette arborée		Français			
419	leskée arbrisseau		Français			
420	coast creeping moss		Anglais		True	
420	amblystégie prolifère		Français		True	
421	helmet moss		Anglais		True	
421	quinte boréale		Français		True	
421	conule du nord		Français			
421	conule boréale		Français			
422	sieve-tooth moss		Anglais		True	
422	grimmie criblée		Français		True	
423	fern-leaved hook moss		Anglais		True	
423	cratoneuron crochet		Français		True	
423	hypne fougère		Français			
423	hypne fougerin		Français			
424	chalk comb moss		Anglais		True	
424	hypne papilleuse		Français		True	
424	stéréode à feuilles presque droites		Français			
427	glaucous dogtooth moss		Anglais		True	
427	cynodonte glauque		Français		True	
428	many-fruited dogtooth moss		Anglais		True	
428	cynodonte dressé		Français		True	
428	crétinette féconde		Français			
429	hairy dogtooth moss		Anglais		True	
429	cynodonte arctique		Français		True	
429	dicrane à plusieurs fruits		Français			
430	swollen dogtooth moss		Anglais		True	
430	cynodonte pomme-d'Adam		Français		True	
430	dicrane bossu		Français			
431	strumose dogtooth moss		Anglais		True	
431	cynodonte discret		Français		True	
432	delicate dogtooth moss		Anglais		True	
432	cynodonte délicat		Français		True	
433	short-pointed lantern moss		Anglais		True	
433	mnie à feuilles minces		Français		True	
434	obtuse-pointed lantern moss		Anglais		True	
434	mnie membraneuse		Français		True	
435	hairlike claw moss		Anglais		True	
435	fontinale capillaire		Français		True	
436	lance-leaved claw moss		Anglais		True	
436	fontinale faucille		Français		True	
436	fontinale faucillere		Français			
437	pale claw moss		Anglais		True	
437	fontinale pâle		Français		True	
438	sickle-leaved claw moss		Anglais		True	
438	fontinale à feuilles arquées		Français		True	
439	transparent fork moss		Anglais		True	
439	dicranelle pellucide		Français		True	
439	dicrane pellucide		Français			
439	bifurque diaphane		Français			
440	spur-necked forklet moss		Anglais		True	
440	dicranelle goitreuse		Français		True	
440	dicrane goîtreux		Français			
440	dicrane petit goître		Français			
440	crétinette petit-goître		Français			
440	dicrane à petit gloître		Français			
441	curl-leaved forklet moss		Anglais		True	
441	dicranelle crispée		Français		True	
441	bifurque crépue		Français			
442	silky forklet moss		Anglais		True	
442	dicranelle soyeuse		Français		True	
442	dicranelle plurilatérale		Français			
442	dicrane plurilatéral		Français			
442	dicranelle unilatérale		Français			
442	dicrane unilatéral		Français			
442	bifurque unilatérale		Français			
443	marsh forklet moss		Anglais		True	
443	dicranelle des marais		Français		True	
443	dicrane hérissé		Français			
444	red forklet moss		Anglais		True	
444	dicranelle rousse		Français		True	
444	dicrane rougeâtre		Français			
444	dicrane roussâtre		Français			
444	bifurque roussâtre		Français			
445	Schreber's forklet moss		Anglais		True	
445	dicranelle à feuilles engainantes		Français		True	
445	dicrane de Schreber		Français			
445	bifurque de Schreber		Français			
446	field forklet moss		Anglais		True	
446	dicranelle des champs		Français		True	
447	awl-leaved forklet moss		Anglais		True	
447	dicranelle aiguille		Français		True	
448	variable forklet moss		Anglais		True	
448	dicranelle variable		Français		True	
448	dicrane varié		Français			
448	dicrane variable		Français			
448	bifurque changeante		Français			
448	dicrane changeant		Français			
449	beaked bow moss		Anglais		True	
449	dicranodonte effeuillé		Français		True	2014-11-30 : Genre corrigé de féminin (tel que publié dans la Flore) à masculin. Confirmé par Arrold Lavoie
449	dicranodontie dénudée		Français			
450	mountain thatch moss		Anglais		True	
450	coussin des rochers		Français		True	
450	weisie crispée		Français			
450	verdule crepue		Français			
451	sharp-leaved broom moss		Anglais		True	
451	dicrane à feuilles aiguës		Français		True	
452	Bonjean's broom moss		Anglais		True	
452	dicrane confondant		Français		True	
453	short-leaved broom moss		Anglais		True	
453	dicrane crispé		Français		True	
454	condensed broom moss		Anglais		True	
454	dicrane à feuilles dressées		Français		True	
454	bifurque condensée		Français			
455	long-forked broom moss		Anglais		True	
455	dicrane élancé		Français		True	
455	bifurque allongée		Français			
456	whip broom moss		Anglais		True	
456	dicrane petit-fouet		Français		True	
456	dicrane à fouets		Français			
456	bifurque sarmenteuse		Français			
456	dicrane sarmenteux		Français			
458	bendy herons-bill moss		Anglais		True	
458	dicrane flexueux		Français		True	
458	bifurque flexueuse		Français			
459	fragile-leaved broom moss		Anglais		True	
459	dicrane à feuilles fragiles		Français		True	
460	fine-leaved broom moss		Anglais		True	
460	dicrane à nervure large		Français		True	
460	dicrane fauve		Français			
460	bifurque faûve		Français			
462	curly heron's-bill moss		Anglais		True	
462	dicrane commun		Français		True	
463	Greenland broom moss		Anglais		True	
463	dicrane arctique		Français		True	
463	bifurque du Grönland		Français			
464	variable-leaved broom moss		Anglais		True	
464	dicrane à feuilles variables		Français		True	
465	greater broom moss		Anglais		True	
465	grand dicrane		Français		True	
465	dicrane élevé		Français			
467	mountain broom moss		Anglais		True	
467	petit dicrane		Français		True	
467	dicrane des montagnes		Français			
467	dicrane de montagne		Français			
467	bifurque des montagnes		Français			
469	Muehlenbeck's broom moss		Anglais		True	
469	dicrane laineux		Français		True	
470	Ontario broom moss		Anglais		True	
470	dicrane rugueux		Français		True	
471	wavy-leaved broom moss		Anglais		True	
471	dicrane à soies multiples		Français		True	
471	dicrane à plusieurs soies		Français			
471	dicrane ondulé		Français			
471	bifurque multiflore		Français			
472	common broom moss		Anglais		True	
472	dicrane à balai		Français		True	
472	dicrane en balai		Français			
472	dicrane à balais		Français			
472	bifurque à balais		Français			
473	confusing broom moss		Anglais		True	
473	dicrane boréal		Français		True	
474	spurred broom moss		Anglais		True	
474	dicrane bâtard		Français		True	
474	bifurque bâtarde		Français			
475	wavy broom moss		Anglais		True	
475	dicrane ondulé		Français		True	
476	green broom moss		Anglais		True	
476	dicrane arboricole		Français		True	
478	pointed beard moss		Anglais		True	
478	pixie à pointe aiguë		Français		True	
479	rough-leaved beard moss		Anglais		True	
479	pixie à feuilles rugueuses		Français		True	
479	didymodon à feuilles rudes		Français			
480	false beard moss		Anglais		True	
480	pixie trompeuse		Français		True	
480	barbule trompeuse		Français			
480	tortule trompeuse		Français			
482	rusty beard moss		Anglais		True	
482	pixie ferrugineuse		Français		True	
483	Michigan beard moss		Anglais		True	
483	pixie arctique		Français		True	
484	pointed beard moss		Anglais		True	
484	pixie rigide		Français		True	
484	trichostome rigide		Français			
484	trichostome raide		Français			
484	jumelline rigide		Français			
485	olive beard moss		Anglais		True	
485	pixie à feuilles décurrentes		Français		True	
485	didymodon incrusté		Français			
485	trichostome du tuf		Français			
485	ciliaire tophacé		Français			
485	ciliaire des tufs		Français			
486	nut moss		Anglais		True	
486	bonnet d'elfe		Français		True	
486	diphyscie feuillée		Français			
486	vessiette feuillée		Français			
486	diphyscie foliée		Français			
486	doublevessie à feuilles		Français			
486	buxbaumie feuillée		Français			
487	naked flag moss		Anglais		True	
487	discélie nue		Français		True	
487	rougette nue		Français			
488	erect-fruited iris moss		Anglais		True	
488	tresse à feuilles étroites		Français		True	
488	distique capillaire		Français			
488	jumelinne capillaire		Français			
488	didymodon capillaire		Français			
489	inclined iris moss		Anglais		True	
489	tresse inclinée		Français		True	
490	flexible cow-hair moss		Anglais		True	
490	ditric flexueux		Français		True	
490	ditric à soie flexueuse		Français			
490	leptotric à tiges flexueuse		Français			
491	slender cow-hair moss		Anglais		True	
491	ditric élancé		Français		True	
492	dark cow-hair moss		Anglais		True	
492	ditric linéaire		Français		True	
493	pale cow-hair moss		Anglais		True	
493	ditric pâle		Français		True	
493	leptotric pâle		Français			
493	trichostome pâle		Français			
493	ciliaire pâle		Français			
494	brown cow-hair moss		Anglais		True	
494	ditric brun		Français		True	
494	trichostome tordu		Français			
494	jumelinne naine		Français			
494	didymodon nain		Français			
495	Knieff's hook moss		Anglais		True	
495	faucillette courbée		Français		True	
495	hypne à bec		Français			
495	hypne crochu		Français			
495	hypne courbé		Français			
495	stéréode courbée		Français			
496	arctic hook moss		Anglais		True	
496	faucillette arctique		Français		True	
498	long-leaved hook moss		Anglais		True	
498	faucillette à feuilles longues		Français		True	
500	polygamous hook moss		Anglais		True	
500	faucillette polygame		Français		True	
500	hypne polygame		Français			
502	Drummond's bark moss		Anglais		True	
502	houppe rampante		Français		True	
503	cylindrical extinguisher moss		Anglais		True	
503	éteignoir des neiges		Français		True	
503	éteignoir parent		Français			
504	Macoun's extinguisher moss		Anglais		True	
504	éteignoir arctique		Français		True	
505	alpine extinguisher moss		Anglais		True	
505	éteignoir alpin		Français		True	
506	white-mouthed extinguisher moss		Anglais		True	
506	éteignoir à col court		Français		True	
507	stubby extinguisher moss		Anglais		True	
507	petit éteignoir		Français		True	
508	fringed extinguisher moss		Anglais		True	
508	éteignoir frangé		Français		True	
508	éteignoir cilié		Français			
509	red-toothed extinguisher moss		Anglais		True	
509	éteignoir à long col		Français		True	
510	spiral extinguisher moss		Anglais		True	
510	grand éteignoir		Français		True	
511	ribbed extinguisher moss		Anglais		True	
511	éteignoir strié		Français		True	
512	flat-stemmed entodon moss		Anglais		True	
512	entodon comprimé		Français		True	
512	eleutérie à rameaux radiculeux		Français			
512	neckère rampante		Français			
513	round-stemmed entodon moss		Anglais		True	
513	entodon séduisant		Français		True	
513	eleutérie séductrice		Français			
515	thick-nerved earth moss		Anglais		True	
515	éphémère à nervure épaisse		Français		True	
515	phasque à nervue épaisse		Français			
516	serrated earth moss		Anglais		True	
516	éphémère à feuilles dentées		Français		True	
516	éphémère dentelé		Français			
516	phasque dentelé		Français			
516	phasque à feuilles en dents de scie		Français			
517	slender-toothed earth moss		Anglais		True	
517	éphémère épineux		Français		True	
518	elegant beaked moss		Anglais		True	
518	longbec gracieux		Français		True	
518	hypne hérissonné		Français			
520	maidenhair pocket moss		Anglais		True	
520	fissident faux-adiante		Français		True	
520	fissident doradille		Français			
520	fissident adianthoïde		Français			
520	fissident à feuilles dadianthe		Français			
520	fissident adiante		Français			
520	fendule adiantine		Français			
520	dicrane adianthe		Français			
521	lesser pocket moss		Anglais		True	
521	fissident faux-bryum		Français		True	
521	fissident faux bry		Français			
521	fissident bryoïde		Français			
521	fendule bryoïde		Français			
521	dicrane verdoyant		Français			
522	Bush's pocket moss		Anglais		True	
522	fissident anodin		Français		True	
523	rock pocket moss		Anglais		True	
523	fissident crête-de-coq		Français		True	
525	pygmy pocket moss		Anglais		True	
525	fissident mince		Français		True	
525	fissident grêle		Français			
525	fissident petit		Français			
525	fendule minime		Français			
526	water pocket moss		Anglais		True	
526	fissident des sources		Français		True	
526	fissident aquatique		Français			
527	minute pocket moss		Anglais		True	
527	fissident minuscule		Français		True	
528	blunt pocket moss		Anglais		True	
528	fissident à feuilles obtuses		Français		True	
529	purple-stalked pocket moss		Anglais		True	
529	fissident fausse-osmonde		Français		True	
529	fissident à feuilles dosmonde		Français			
529	fendule osmondioïde		Français			
530	tree pocket moss		Anglais		True	
530	fissident obscur		Français		True	
531	yew-leaved pocket moss		Anglais		True	
531	fissident à feuilles d'if		Français		True	
531	fendule à feuilles dif		Français			
531	dicrane à feuilles dif		Français			
532	greater water moss		Anglais		True	
532	fontinale commune		Français		True	
532	fontinale incombustible		Français			
532	fontinale antifébrile		Français			
532	fontinale majeure		Français			
533	slender water moss		Anglais		True	
533	fontinale gracile		Français		True	
534	river moss		Anglais		True	
534	fontinale fausse-hypne		Français		True	
535	New England water moss		Anglais		True	
535	fontinale variable		Français		True	
536	sphagnum-like water moss		Anglais		True	
536	fontinale ambiguë		Français		True	
537	Sullivant's water moss		Anglais		True	
537	petite fontinale		Français		True	
540	fan moss		Anglais		True	
540	hyade à chapeau poilu		Français		True	
541	common cord moss		Anglais		True	
541	funaire charbonnière		Français		True	
541	funaire hygrométrique		Français			
541	cordette hygrométrique		Français			
542	toothless grimmia		Anglais		True	
542	grimmie édentée		Français		True	
543	copper grimmia		Anglais		True	
543	grimmie du cuivre		Français		True	
543	ninette noircie		Français			
544	bow-stalked grimmia		Anglais		True	
544	grimmie ventripotente		Français		True	
545	Donn's grimmia		Anglais		True	
545	grimmie à capsule jaune		Français		True	
545	ninette gris-noirâtre		Français			
546	large grimmia		Anglais		True	
546	grimmie costaude		Français		True	
547	brown grimmia		Anglais		True	
547	grimmie élancée		Français		True	
547	ninette allongée		Français			
548	string grimmia		Anglais		True	
548	grimmie tressée		Français		True	
548	grimmie en corde		Français			
548	racomitre cordelette		Français			
549	black grimmia		Anglais		True	
549	grimmie noire		Français		True	
551	long-beaked grimmia		Anglais		True	
551	grimmie à long bec		Français		True	
551	ninette à long bec		Français			
552	water grimmia		Anglais		True	
552	grimmie à feuilles molles		Français		True	
553	Muehlenbeck's grimmia		Anglais		True	
553	grimmie à deux crêtes		Français		True	
554	Olney's grimmia		Anglais		True	
554	grimmie col-de-cygne		Français		True	
554	grimmie dOlney		Français			
555	oval grimmia		Anglais		True	
555	grimmie ovale		Français		True	
555	ninette ovale		Français			
555	dicrane ovale		Français			
556	hair grimmia		Anglais		True	
556	grimmie porte-poil		Français		True	
556	ninette porte-poil		Français			
557	alpine grimmia		Anglais		True	
557	grimmie ambiguë		Français		True	
559	round-nerved grimmia		Anglais		True	
559	grimmie à nervure cylindrique		Français		True	
560	twisted grimmia		Anglais		True	
560	grimmie à feuilles tordues		Français		True	
561	hair-pointed grimmia		Anglais		True	
561	grimmie à feuilles aristées		Français		True	
561	grimmie capillaire		Français			
561	grimmie trichophylle		Français			
561	ninette à feuilles porte-poils		Français			
562	dingy grimmia		Anglais		True	
562	grimmie à feuilles succulentes		Français		True	
562	ninette unicolore		Français			
563	tufted rock beardless moss		Anglais		True	
563	pixie vert-de-gris		Français		True	
563	rasule vert de gris		Français			
564	boreal beardless moss		Anglais		True	
564	pixie boréale		Français		True	
565	varnished hook moss		Anglais		True	
565	serpe à feuilles plissées		Français		True	
567	tiny-leaved haplocladium		Anglais		True	
567	leskée à petites feuilles		Français		True	
567	stéréode à petites feuilles		Français			
568	fragile anomodon		Anglais		True	
568	anomodon fragile		Français		True	
569	ciliate Hedwig's moss		Anglais		True	
569	hedwigie ciliée		Français		True	
569	hedwigie blanchâtre		Français			
569	schistidie ciliée		Français			
569	gymnostome cilié		Français			
572	narrow-leaved wetland plume moss		Anglais		True	
572	hélodie des marécages		Français		True	
573	Heim's chain-teeth moss		Anglais		True	
573	tortule éphémère		Français		True	
573	pottie de Heim		Français			
573	rasule de Heim		Français			
573	gymnostome de Heim		Français			
575	round stump moss		Anglais		True	
575	fougerole à feuilles décurrentes		Français		True	
575	buissonnette à fines stries		Français			
576	flat stump moss		Anglais		True	
576	fougerole des marécages		Français		True	
577	dimorphous tangle moss		Anglais		True	
577	cordelette à feuilles variables		Français		True	
577	hétérocladie squarruleuse		Français			
577	stéréode à double forme		Français			
578	common flat-branch moss		Anglais		True	
578	homalie aplatie		Français		True	
578	homalie doradille		Français			
578	homalie faux capillaire		Français			
578	homalie faux politric		Français			
578	homalie trichomane		Français			
578	planule trichomanoïde		Français			
578	leskée trichomane		Français			
579	adnate hairy-grey moss		Anglais		True	
579	fougerole rampante		Français		True	
579	stéréode adhérent		Français			
580	compressed willow feather moss		Anglais		True	
580	amblystégie des marais		Français		True	
580	hypne fluviatile		Français			
581	willow feather moss		Anglais		True	
581	amblystégie variable		Français		True	
581	hypne fluviatile		Français			
582	northern brook moss		Anglais		True	
582	riverine alpestre		Français		True	
582	stéréode alpestre		Français			
583	Best's brook moss		Anglais		True	
583	riverine à nervure forte		Français		True	
584	spoon-leaved brook moss		Anglais		True	
584	riverine cuillère		Français		True	
585	broad-leaved brook moss		Anglais		True	
585	riverine à feuilles ovales		Français		True	
586	inflated brook moss		Anglais		True	
586	riverine commune		Français		True	
587	drab brook moss		Anglais		True	
587	riverine terne		Français		True	
588	mountain brook moss		Anglais		True	
588	riverine des montagnes		Français		True	
589	claw brook moss		Anglais		True	
589	riverine à manchon		Français		True	
590	polar brook moss		Anglais		True	
590	riverine polaire		Français		True	
591	Smith's brook moss		Anglais		True	
591	riverine rigide		Français		True	
592	denticulate-leaved brook moss		Anglais		True	
592	riverine ovale		Français		True	
593	Oakes wood moss		Anglais		True	
593	hylocomie à nervure simple		Français		True	
595	shaded woods moss		Anglais		True	
595	hylocomie boréale		Français		True	
595	hypne ombragée		Français			
595	hypne des lieux ombragés		Français			
595	hypne ombreux		Français			
597	stairstep moss		Anglais		True	
597	hylocomie brillante		Français		True	
597	hypne brillante		Français			
597	hypne éclatante		Français			
597	hypne éclatant		Français			
597	hylocome splendide		Français			
597	hypne resplendissant		Français			
598	curved-beaked beardless moss		Anglais		True	
598	pixie à bec recourbé		Français		True	
598	gymnostome à bec courbé		Français			
601	Bamberger's golden plait moss		Anglais		True	
601	hypne brune		Français		True	
602	downy plait moss		Anglais		True	
602	hypne lustrée		Français		True	
602	stéréode beau-vert		Français			
603	cypress-leaved plait moss		Anglais		True	
603	hypne cyprès		Français		True	
603	stéréode cupressiforme		Français			
605	supine plait moss		Anglais		True	
605	hypne inversée		Français		True	
606	curved-leaved plait moss		Anglais		True	
606	hypne à feuilles courbées		Français		True	
606	stéréode à feuilles courbées		Français			
607	Faurie's peacock moss		Anglais		True	
607	hypne trompeuse		Français		True	
608	pellucid plait moss		Anglais		True	
608	hypne ciliée		Français		True	
608	stéréode à urne presque droite		Français			
609	Lindberg's plait moss		Anglais		True	
609	hypne jaunâtre		Français		True	
611	stump plait moss		Anglais		True	
611	hypne pâle		Français		True	
611	hypne pâlissant		Français			
612	northern plait moss		Anglais		True	
612	hypne plissée		Français		True	
613	recurved plait moss		Anglais		True	
613	hypne recourbée		Français		True	
614	revolute plait moss		Anglais		True	
614	hypne révolutée		Français		True	
615	Vaucher's plait moss		Anglais		True	
615	hypne boréale		Français		True	
616	Mueller's silk moss		Anglais		True	
616	fougerole plane		Français		True	
617	neat silk moss		Anglais		True	
617	fougerole gracieuse		Français		True	
617	hypne joliet		Français			
618	Blytt's fork moss		Anglais		True	
