id	locationID	locality	establishmentMeans
129	1432	Labrador	
140	1433	Labrador	
142	1434	Labrador	
1143	1435	Labrador	
152	1436	Labrador	
153	1437	Labrador	
157	1438	Labrador	
160	1439	Labrador	
161	1440	Labrador	
163	1441	Labrador	
171	1442	Labrador	
175	1443	Labrador	
176	1444	Labrador	
177	1445	Labrador	
178	1446	Labrador	
182	1447	Labrador	
185	1448	Labrador	
188	1449	Labrador	
189	1450	Labrador	
198	1452	Labrador	
199	1453	Labrador	
203	1454	Labrador	
207	1455	Labrador	
208	1456	Labrador	
209	1457	Labrador	
211	1458	Labrador	
212	1459	Labrador	
213	1460	Labrador	
214	1461	Labrador	
215	1462	Labrador	
216	1463	Labrador	
217	1464	Labrador	
218	1465	Labrador	
219	1466	Labrador	
221	1467	Labrador	
224	1468	Labrador	
225	1469	Labrador	
226	1470	Labrador	
227	1471	Labrador	
228	1472	Labrador	
229	1473	Labrador	
232	1474	Labrador	
233	1475	Labrador	
234	1476	Labrador	
238	1477	Labrador	
240	1478	Labrador	
241	1479	Labrador	
242	1480	Labrador	
243	1481	Labrador	
250	1482	Labrador	
252	1483	Labrador	
258	1484	Labrador	
261	1485	Labrador	
262	1486	Labrador	
263	1487	Labrador	
268	1488	Labrador	
269	1489	Labrador	
272	1490	Labrador	
273	1491	Labrador	
274	1492	Labrador	
275	1493	Labrador	
280	1494	Labrador	
283	1495	Labrador	
292	1496	Labrador	
293	1497	Labrador	
294	1498	Labrador	
295	1499	Labrador	
296	1500	Labrador	
298	1501	Labrador	
303	1502	Labrador	
304	1503	Labrador	
306	1504	Labrador	
308	1505	Labrador	
311	1506	Labrador	
312	1507	Labrador	
316	1508	Labrador	
317	1509	Labrador	
322	1510	Labrador	
326	1511	Labrador	
328	1512	Labrador	
331	1513	Labrador	
333	1514	Labrador	
336	1515	Labrador	
339	1516	Labrador	
354	1517	Labrador	
361	1518	Labrador	
363	1519	Labrador	
364	1520	Labrador	
367	1521	Labrador	
368	1522	Labrador	
369	1523	Labrador	
371	1524	Labrador	
375	1525	Labrador	
376	1526	Labrador	
380	1527	Labrador	
382	1528	Labrador	
386	1529	Labrador	
387	1530	Labrador	
388	1531	Labrador	
390	1532	Labrador	
391	1533	Labrador	
397	1534	Labrador	
401	1535	Labrador	
407	1536	Labrador	
410	1537	Labrador	
412	1538	Labrador	
414	1539	Labrador	
418	1540	Labrador	
420	1541	Labrador	
424	1542	Labrador	
427	1543	Labrador	
429	1544	Labrador	
431	1545	Labrador	
435	1546	Labrador	
437	1547	Labrador	
438	1548	Labrador	
442	1549	Labrador	
444	1550	Labrador	
446	1551	Labrador	
449	1552	Labrador	
460	1553	Labrador	
466	1554	Labrador	
474	1555	Labrador	
476	1556	Labrador	
480	1557	Labrador	
484	1558	Labrador	
485	1559	Labrador	
486	1560	Labrador	
487	1561	Labrador	
491	1562	Labrador	
493	1563	Labrador	
498	1564	Labrador	
502	1565	Labrador	
503	1566	Labrador	
509	1567	Labrador	
512	1568	Labrador	
513	1569	Labrador	
514	1570	Labrador	
515	1571	Labrador	
516	1572	Labrador	
517	1573	Labrador	
522	1574	Labrador	
523	1575	Labrador	
525	1576	Labrador	
526	1577	Labrador	
527	1578	Labrador	
528	1579	Labrador	
530	1580	Labrador	
531	1581	Labrador	
534	1582	Labrador	
535	1583	Labrador	
536	1584	Labrador	
537	1585	Labrador	
540	1586	Labrador	
542	1587	Labrador	
544	1588	Labrador	
553	1589	Labrador	
554	1590	Labrador	
556	1591	Labrador	
559	1592	Labrador	
561	1593	Labrador	
564	1594	Labrador	
567	1595	Labrador	
568	1596	Labrador	
570	1597	Labrador	
571	1598	Labrador	
572	1599	Labrador	
579	1600	Labrador	
580	1601	Labrador	
583	1602	Labrador	
586	1603	Labrador	
588	1604	Labrador	
592	1605	Labrador	
598	1606	Labrador	
605	1607	Labrador	
606	1608	Labrador	
611	1609	Labrador	
622	1610	Labrador	
628	1611	Labrador	
629	1612	Labrador	
630	1613	Labrador	
631	1614	Labrador	
632	1615	Labrador	
635	1616	Labrador	
640	1617	Labrador	
643	1618	Labrador	
651	1619	Labrador	
662	1620	Labrador	
663	1621	Labrador	
670	1622	Labrador	
671	1623	Labrador	
672	1624	Labrador	
676	1625	Labrador	
677	1626	Labrador	
678	1627	Labrador	
685	1628	Labrador	
688	1629	Labrador	
691	1630	Labrador	
693	1631	Labrador	
695	1632	Labrador	
698	1633	Labrador	
699	1634	Labrador	
700	1635	Labrador	
706	1636	Labrador	
709	1637	Labrador	
714	1638	Labrador	
715	1639	Labrador	
716	1640	Labrador	
718	1641	Labrador	
720	1642	Labrador	
721	1643	Labrador	
723	1644	Labrador	
726	1645	Labrador	
739	1646	Labrador	
750	1647	Labrador	
752	1648	Labrador	
756	1649	Labrador	
769	1650	Labrador	
771	1651	Labrador	
776	1652	Labrador	
784	1653	Labrador	
789	1654	Labrador	
791	1655	Labrador	
818	1656	Labrador	
820	1657	Labrador	
829	1658	Labrador	
831	1659	Labrador	
838	1660	Labrador	
853	1661	Labrador	
854	1662	Labrador	
855	1663	Labrador	
857	1664	Labrador	
858	1665	Labrador	
863	1666	Labrador	
864	1667	Labrador	
870	1668	Labrador	
871	1669	Labrador	
872	1670	Labrador	
873	1671	Labrador	
874	1672	Labrador	
881	1673	Labrador	
882	1674	Labrador	
884	1675	Labrador	
886	1676	Labrador	
887	1677	Labrador	
888	1678	Labrador	
889	1679	Labrador	
893	1680	Labrador	
894	1681	Labrador	
895	1682	Labrador	
898	1683	Labrador	
900	1684	Labrador	
905	1685	Labrador	
906	1686	Labrador	
911	1687	Labrador	
915	1688	Labrador	
916	1689	Labrador	
917	1690	Labrador	
918	1691	Labrador	
919	1692	Labrador	
922	1693	Labrador	
929	1694	Labrador	
932	1695	Labrador	
936	1696	Labrador	
938	1697	Labrador	
939	1698	Labrador	
942	1699	Labrador	
945	1700	Labrador	
949	1701	Labrador	
950	1702	Labrador	
957	1703	Labrador	
958	1704	Labrador	
960	1705	Labrador	
961	1706	Labrador	
969	1707	Labrador	
970	1708	Labrador	
971	1709	Labrador	
972	1710	Labrador	
973	1711	Labrador	
974	1712	Labrador	
975	1713	Labrador	
980	1714	Labrador	
982	1715	Labrador	
983	1716	Labrador	
990	1717	Labrador	
991	1718	Labrador	
999	1719	Labrador	
1000	1720	Labrador	
1001	1721	Labrador	
1003	1722	Labrador	
1005	1723	Labrador	
1010	1724	Labrador	
1011	1725	Labrador	
1012	1726	Labrador	
1014	1727	Labrador	
1021	1728	Labrador	
1022	1729	Labrador	
1024	1730	Labrador	
1026	1731	Labrador	
1028	1732	Labrador	
1029	1733	Labrador	
1030	1734	Labrador	
15	1735	Québec	
133	1736	Québec	
223	1737	Québec	
244	1738	Québec	
266	1739	Québec	
366	1740	Québec	
504	1741	Québec	
546	1742	Québec	
547	1743	Québec	
548	1744	Québec	
584	1745	Québec	
600	1746	Québec	
604	1747	Québec	
645	1748	Québec	
701	1749	Québec	
704	1750	Québec	
735	1751	Québec	
892	1752	Québec	
1847	1757	Québec	
1849	1758	Québec	Introduced
1850	1759	Québec	
1853	1760	Québec	
1881	1761	Québec	Native
