id	taxonID	acceptedNameUsageID	scientificName	acceptedNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	taxonRemarks	modified	language	license	rightsHolder	accessRights	datasetName
1529	1529	359	Ptychostomum creberrimum	Bryum creberrimum Taylor														(Taylor) J.R. Spence & H.P. Ramsay	Synonyme		2014-12-03					
1530	1530	361	Bryum obtusifolium	Bryum cryophilum Mårtensson														Lindb.	Synonyme		2014-12-03					
1531	1531	361	Ptychostomum cryophilum	Bryum cryophilum Mårtensson														(Mårtensson) J.R. Spence	Synonyme		2014-12-03					
1532	1532	362	Bryum tortifolium	Bryum cyclophyllum (Schwägr.) Bruch & Schimp.														Brid.	Synonyme		2014-12-03					
1533	1533	362	Ptychostomum cyclophyllum	Bryum cyclophyllum (Schwägr.) Bruch & Schimp.														(Schwägr.) J.R. Spence	Synonyme		2014-12-03					
1534	1534	363	Gemmabryum demaretianum	Bryum demaretianum Arts														(Arts) J.R. Spence	Synonyme		2014-12-03					
1535	1535	364	Bryum bicolor	Bryum dichotomum Hedw.														Dicks.	Synonyme		2014-12-03					
1536	1536	364	Gemmabryum bicolor	Bryum dichotomum Hedw.														(Dicks.) J.R. Spence	Synonyme		2014-12-03					
1537	1537	364	Gemmabryum dichotomum	Bryum dichotomum Hedw.														(Hedw.) J.R. Spence & H.P. Ramsay	Synonyme		2014-12-03					
1538	1538	366	Bryum capillare subsp. elegans	Bryum elegans Nees														(Nees) Lindb.	Synonyme		2014-12-02					
1539	1539	366	Bryum stirtonii	Bryum elegans Nees														Schimp.	Synonyme		2014-12-03					
1540	1540	366	Rosulabryum elegans	Bryum elegans Nees														(Nees) Ochyra	Synonyme		2014-12-03					
1541	1541	367	Gemmabryum gemmiferum	Bryum gemmiferum R. Wilczek & Demaret														(R. Wilczek & Demaret) J.R. Spence	Synonyme		2014-12-03					
1542	1542	369	Gemmabryum klinggraeffii	Bryum klinggraeffii Schimp.														(Schimper) J.R. Spence & H.P. Ramsay	Synonyme		2014-12-03					
1543	1543	370	Ptychostomum knowltonii	Bryum knowltonii Barnes														(Barnes) J.R. Spence	Synonyme		2014-12-03					
1544	1544	371	Bryum flaccidum	Bryum laevifilum Syed														auct., non Brid.	Synonyme		2014-12-03					
1545	1545	371	Rosulabryum laevifilum	Bryum laevifilum Syed														(Syed) Ochyra	Synonyme		2014-12-03					
1546	1546	374	Ptychostomum longisetum	Bryum longisetum Blandow ex Schwägr. var. longisetum														(Blandow ex Schwägr.) J.R. Spence	Synonyme		2014-12-03					
1547	1547	375	Ptychostomum marratii	Bryum marratii Hook. & Wilson														(Wilson) J.R. Spence	Synonyme		2014-12-03					
1548	1548	377	Ptychostomum pallens	Bryum pallens Sw.														(Sw.) J.R. Spence	Synonyme		2014-12-03					
1549	1549	378	Ptychostomum pallescens	Bryum pallescens Schleich. ex Schwägr.														(Schleich. ex Schwägr.) J.R. Spence	Synonyme		2014-12-03					
1550	1550	379	Ptychostomum pseudotriquetrum	Bryum pseudotriquetrum (Hedw.) G. Gaertn., B. Mey. & Scherb.														(Hedw.) J.R. Spence & H.P. Ramsay	Synonyme		2014-12-03					
1551	1551	380	Rosulabryum rubens	Bryum rubens Mitt.														(Mitt.) J.R. Spence	Synonyme		2014-12-03					
1552	1552	381	Ptychostomum salinum	Bryum salinum I. Hagen ex Limpr.														(I.Hagen ex Limpr.) J.R. Spence	Synonyme		2014-12-03					
1553	1553	382	Gemmabryum tenuisetum	Bryum tenuisetum Limpr.														(Limpr.) J.R. Spence & H.P. Ramsay	Synonyme		2014-12-03					
1554	1554	383	Ptychostomum turbinatum	Bryum turbinatum (Hedw.) Turner														(Hedw.) J.R. Spence	Synonyme		2014-12-03					
1555	1555	384	Bryum cernuum	Bryum uliginosum (Brid.) Bruch & Schimp.														(Hedw.) Bruch & Schimp.	Synonyme		2014-12-03					
1556	1556	384	Ptychostomum cernuum	Bryum uliginosum (Brid.) Bruch & Schimp.														(Hedw.) Hornsch.	Synonyme		2014-12-03					
1557	1557	386	Bryum argenteum subsp. veronense	Bryum veronense De Not.														J.J. Amann	Synonyme		2014-12-02					
1558	1558	387	Gemmabryum violaceum	Bryum violaceum Crundw. & Nyholm														(A.C. Crundw. & Nyholm) J.R. Spence	Synonyme		2014-12-03					
1559	1559	388	Bryum mamillatum	Bryum warneum (Röhl.) Brid.														Lindb.	Synonyme	Taxon reconnu par BFNA	2014-12-03					
1560	1560	388	Bryum oelandicum	Bryum warneum (Röhl.) Brid.														H. Philib.	Synonyme		2014-12-03					
1561	1561	388	Ptychostomum warneum	Bryum warneum (Röhl.) Brid.														(Röhl.) J.R. Spence	Synonyme		2014-12-03					
1562	1562	389	Ptychostomum weigelii	Bryum weigelii Spreng.														(Spreng.) J.R. Spence	Synonyme		2014-12-03					
1563	1563	390	Ptychostomum wrightii	Bryum wrightii Sull.														(Sull.) J.R. Spence	Synonyme		2014-12-03					
1564	1564	392	Heterophyllium haldanianum	Callicladium haldanianum (Grev.) H.A. Crum														(Grev.) M. Fleisch.	Synonyme		2014-12-03					
1565	1565	393	Calliergon cordifolium var. latifolium	Calliergon cordifolium (Hedw.) Kindb.														Karczm.	Synonyme		2014-12-02					
1566	1566	394	Calliergon giganteum var. cyclophyllotum	Calliergon giganteum (Schimp.) Kindb.														(Hotz.) Grout	Synonyme		2014-12-02					
1567	1567	394	Calliergon giganteum var. hystricosum	Calliergon giganteum (Schimp.) Kindb.														G. Roth & Bock	Synonyme		2014-12-02					
1568	1568	394	Calliergon giganteum var. immersum	Calliergon giganteum (Schimp.) Kindb.														Warnst.	Synonyme		2014-12-02					
1569	1569	394	Calliergon giganteum var. tenuis	Calliergon giganteum (Schimp.) Kindb.														Karczm.	Synonyme		2014-12-02					
1570	1570	395	Calliergon obtusifolium	Calliergon richardsonii (Mitt.) Kindb.														Karczm.	Synonyme		2014-12-03					
1571	1571	397	Calliergon cuspidatum	Calliergonella cuspidata (Hedw.) Loeske														(Hedw.) Kindb.	Synonyme		2014-12-03					
1572	1572	399	Campylium chrysophyllum var. brevifolium	Campyliadelphus chrysophyllus (Brid.) Kanda														(Ren. & Card.) Grout	Synonyme		2014-12-02					
1573	1573	399	Campylium chrysophyllum	Campyliadelphus chrysophyllus (Brid.) Kanda														(Brid.) Lange	Synonyme		2014-12-03					
1574	1574	401	Campylium stellatum var. protensum	Campylium protensum (Brid.) Kindb.														(Brid.) Bryhn	Synonyme		2014-12-02					
1575	1575	403	Campylium halleri	Campylophyllum halleri (Hedw.) M. Fleisch.														(Hedw.) Lindb.	Synonyme		2014-12-03					
1576	1576	405	Campylium hispidulum	Campylophyllum hispidulum (Brid.) Hedenäs														(Brid.) Mitt.	Synonyme		2014-12-03					
1577	1577	407	Campylium hispidulum var. sommerfeltii	Campylophyllum sommerfeltii (Myrin) Hedenäs														(Myrin) Lindb.	Synonyme		2014-12-02					
1578	1578	407	Campylium sommerfeltii	Campylophyllum sommerfeltii (Myrin) Hedenäs														(Myrin) Lange	Synonyme		2014-12-03					
1579	1579	418	Climacium kindbergii	Climacium americanum Brid.														(Ren. & Card.) Grout	Synonyme		2014-12-03					
1580	1580	420	Amblystegium americanum	Conardia compacta (Hook.) H. Rob.														Grout	Synonyme		2014-12-03					
1581	1581	420	Rhynchostegiella compacta	Conardia compacta (Hook.) H. Rob.														(Müll. Hal.) Loeske	Synonyme		2014-12-03					
1582	1582	420	Amblystegium compactum	Conardia compacta (Hook.) H. Rob.														(Müll. Hal.) Aust.	Synonyme		2014-12-03					
1583	1583	421	Conostomum boreale	Conostomum tetragonum (Hedw.) Lindb.														Sw.	Synonyme		2014-12-03					
1584	1584	423	Cratoneuron filicinum var. aciculinum	Cratoneuron filicinum (Hedw.) Spruce														(Müll. Hal. & Kindb.) Grout	Synonyme		2014-12-02					
1585	1585	424	Ctenidium malacodes	Ctenidium subrectifolium (Brid.) G. Pedano ex W.R. Buck & B.H. Allen														auct., non Mitt.	Synonyme		2014-12-03					
1586	1586	424	Ctenidium molluscum	Ctenidium subrectifolium (Brid.) G. Pedano ex W.R. Buck & B.H. Allen														auct. non (Hedw.) Mitt.	Synonyme		2014-12-03					
1587	1587	433	Mnium hymenophylloides	Cyrtomnium hymenophylloides (Huebener) T.J. Kop.														Huebener	Synonyme		2014-12-03					
1588	1588	434	Mnium hymenophyllum	Cyrtomnium hymenophyllum (Bruch & Schimp.) Holmen														Bruch Schimp.	Synonyme		2014-12-03					
1589	1589	445	Anisothecium schreberianum	Dicranella schreberiana (Hedw.) Hilf. ex H.A. Crum & L.E. Anderson														Hedw.	Synonyme		2014-12-03					
1590	1590	448	Anisothecium varium	Dicranella varia (Hedw.) Schimp.														(Hedw.) Mitt.	Synonyme		2014-12-03					
1591	1591	495	Drepanocladus aduncus var. aquaticus	Drepanocladus aduncus (Hedw.) Warnst.														(Sanio) Renauld	Synonyme		2014-12-02					
1592	1592	495	Drepanocladus aduncus var. gracilescens	Drepanocladus aduncus (Hedw.) Warnst.														(Schimp.) G. Roth	Synonyme		2014-12-02					
1593	1593	495	Drepanocladus aduncus var. intermedius	Drepanocladus aduncus (Hedw.) Warnst.														(Schimp.) G. Roth	Synonyme		2014-12-02					
1594	1594	495	Drepanocladus aduncus var. kneiffii	Drepanocladus aduncus (Hedw.) Warnst.														(Schimp.) Mönk.	Synonyme		2014-12-02					
1595	1595	495	Drepanocladus aduncus var. paternus	Drepanocladus aduncus (Hedw.) Warnst.														(Sanio) Selenc	Synonyme		2014-12-02					
1596	1596	495	Drepanocladus aduncus var. polycarpon	Drepanocladus aduncus (Hedw.) Warnst.														(Blandow ex Voit) G. Roth	Synonyme		2014-12-02					
1597	1597	495	Drepanocladus aduncus var. tenuis	Drepanocladus aduncus (Hedw.) Warnst.														(Limpr.) G. Roth	Synonyme		2014-12-02					
1598	1598	495	Drepanocladus aduncus var. typicus	Drepanocladus aduncus (Hedw.) Warnst.														Wynne	Synonyme		2014-12-02					
1599	1599	496	Campylium stellatum var. arcticum	Drepanocladus arcticus (R.S. Williams) Hedenäs														(R.S. Williams) L.I. Savicz	Synonyme		2014-12-02					
1600	1600	496	Campylium arcticum	Drepanocladus arcticus (R.S. Williams) Hedenäs														(R.S. Williams) Broth.	Synonyme		2014-12-03					
1601	1601	498	Drepanocladus aduncus var. capillifolius	Drepanocladus longifolius (Wilson ex Mitt.) Broth. ex Paris														(Warnst.) Riehm.	Synonyme		2014-12-02					
1602	1602	498	Drepanocladus capillifolius	Drepanocladus longifolius (Wilson ex Mitt.) Broth. ex Paris														(Warnst.) Warnst.	Synonyme		2014-12-03					
1603	1603	500	Campylium polygamum	Drepanocladus polygamus (Schimp.) Hedenäs														(Schimp.) C.E.O. Jensen	Synonyme		2014-12-03					
1604	1604	500	Campyliadelphus polgamus	Drepanocladus polygamus (Schimp.) Hedenäs														(Schimp.)Kanda	Synonyme		2014-12-03					
1605	1605	513	Entodon seductrix var. lanceolatus	Entodon seductrix (Hedw.) Müll. Hal.														Grout	Synonyme		2014-12-02					
1606	1606	513	Entodon seductrix var. minor	Entodon seductrix (Hedw.) Müll. Hal.														Austin ex Grout	Synonyme		2014-12-02					
1607	1607	518	Eurhynchium strigosum var. robustum	Eurhynchiastrum pulchellum (Hedw.) Ignatov & Huttunen														Röll	Synonyme		2014-12-02					
1608	1608	518	Eurhynchium strigosum var. var. praecox	Eurhynchiastrum pulchellum (Hedw.) Ignatov & Huttunen														(Hedw.) Husn.	Synonyme		2014-12-02					
1609	1609	518	Eurhynchium pulchellum	Eurhynchiastrum pulchellum (Hedw.) Ignatov & Huttunen														(Hedw.) Jenn.	Synonyme		2014-12-03					
1610	1610	518	Rhynchostegium pulchellum	Eurhynchiastrum pulchellum (Hedw.) Ignatov & Huttunen														(Hedw.) H. Robinson	Synonyme		2014-12-03					
1611	1611	518	Eurhynchium strigosum	Eurhynchiastrum pulchellum (Hedw.) Ignatov & Huttunen														(Hoffm. ex F. Weber & D. Mohr) Schimp.	Synonyme		2014-12-03					
1612	1612	532	Fontinalis gigantea	Fontinalis antipyretica Hedw.														Sull.	Synonyme		2014-12-03					
1613	1613	534	Fontinalis hypnoides var. duriaei	Fontinalis hypnoides Hartm.														(Schimp.) Husn.	Synonyme		2014-12-02					
1614	1614	534	Fontinalis nitida	Fontinalis hypnoides Hartm.														Lindb. & Arnell	Synonyme		2014-12-03					
1615	1615	534	Fontinalis duriaei	Fontinalis hypnoides Hartm.														Schimp.	Synonyme		2014-12-03					
1616	1616	535	Fontinalis novae-angliae var. cymbifolia	Fontinalis novae-angliae Sull.														(Austin) W.H. Welch	Synonyme		2014-12-02					
1617	1617	535	Fontinalis novae-angliae var. lorenziae	Fontinalis novae-angliae Sull.														Cardot	Synonyme		2014-12-02					
1618	1618	535	Fontinalis lescurii var. cymbifolia	Fontinalis novae-angliae Sull.														Austin	Synonyme		2014-12-02					
1619	1619	536	Fontinalis novae-angliae var. heterophylla	Fontinalis sphagnifolia (Müll. Hal.) Wijk & Margad.														Cardot	Synonyme		2014-12-02					
1620	1620	536	Fontinalis novae-angliae var. latifolia	Fontinalis sphagnifolia (Müll. Hal.) Wijk & Margad.														Cardot.	Synonyme		2014-12-02					
1621	1621	536	Fontinalis lescurii var. ramosior	Fontinalis sphagnifolia (Müll. Hal.) Wijk & Margad.														Sull.	Synonyme		2014-12-02					
1622	1622	536	Fontinalis novae-angliae subsp. cardotii	Fontinalis sphagnifolia (Müll. Hal.) Wijk & Margad.														Renauld	Synonyme		2014-12-02					
1623	1623	536	Fontinalis eatoni	Fontinalis sphagnifolia (Müll. Hal.) Wijk & Margad.														Sull. & Lesq.	Synonyme		2014-12-03					
1624	1624	536	Fontinalis frostii	Fontinalis sphagnifolia (Müll. Hal.) Wijk & Margad.														Sull.	Synonyme		2014-12-03					
1625	1625	536	Fontinalis cardotii	Fontinalis sphagnifolia (Müll. Hal.) Wijk & Margad.														(Renauld) Cardot	Synonyme		2014-12-03					
1626	1626	536	Fontinalis lescurii	Fontinalis sphagnifolia (Müll. Hal.) Wijk & Margad.														Sull.	Synonyme		2014-12-03					
1627	1627	537	Fontinalis flaccida	Fontinalis sullivantii Lindb.														Renauld & Cardot	Synonyme		2014-12-03					
1628	1628	537	Fontinalis missourica	Fontinalis sullivantii Lindb.														Cardot	Synonyme		2014-12-03					
1629	1629	565	Drepanocladus vernicosus	Hamatocaulis vernicosus (Mitt.) Hedenäs														(Mitt.) Warnst.	Synonyme		2014-12-03					
1630	1630	567	Thuidium microphyllum	Haplocladium microphyllum (Hedw.) Broth.														(Hedw.) A. Jaeger	Synonyme		2014-12-03					
1631	1631	567	Bryohaplocladium microphyllum	Haplocladium microphyllum (Hedw.) Broth.														(Hedw.) R. Watan. & Z. Iwats.	Synonyme		2014-12-03					
1632	1632	568	Anomodon tristis	Haplohymenium triste (Ces.) Kindb.														(Ces.) Sull. et Lesq.	Synonyme		2014-12-03					
1633	1633	575	Sharpiella striatella	Herzogiella striatella (Brid.) Z. Iwats.														(Brid.) Z. Iwats.	Synonyme		2014-12-03					
1634	1634	575	Isopterygium striatellum	Herzogiella striatella (Brid.) Z. Iwats.														(Brid.) Loeske	Synonyme		2014-12-03					
1635	1635	575	Plagiothecium striatellum	Herzogiella striatella (Brid.) Z. Iwats.														(Brid.) Lindb.	Synonyme		2014-12-03					
1636	1636	575	Dolichotheca striatella	Herzogiella striatella (Brid.) Z. Iwats.														(Brid.) Loeske	Synonyme		2014-12-03					
1637	1637	576	Sharpiella turfacea	Herzogiella turfacea (Lindb.) Z. Iwats.														(Lindb.) Z. Iwats.	Synonyme		2014-12-03					
1638	1638	576	Isopterygium turfaceum	Herzogiella turfacea (Lindb.) Z. Iwats.														(Lindb.) Lindb.	Synonyme		2014-12-03					
1639	1639	576	Plagiothecium turfaceum	Herzogiella turfacea (Lindb.) Z. Iwats.														(Lindb.) Lindb.	Synonyme		2014-12-03					
1640	1640	577	Heterocladium squarrosulum	Heterocladium dimorphum (Brid.) Schimp.														Lindb.	Synonyme		2014-12-03					
1641	1641	578	Homalia jamesii	Homalia trichomanoides (Hedw.) Schimp.														Schimp.	Synonyme		2014-12-03					
1642	1642	580	Leptodictyum humile	Hygroamblystegium varium (Hedw.) Mönk. var. humile (P. Beauv.) Vanderp. & Hedenäs														(P. Beauv.) Ochyra	Synonyme	Infraspecific Epithet Authorship : (P. Beauv.) Vanderp. & Hedenäs Nom reconnu par BFNA	2014-12-03					
1643	1643	580	Amblystegium humile	Hygroamblystegium varium (Hedw.) Mönk. var. humile (P. Beauv.) Vanderp. & Hedenäs														(P. Beauv.) Crundw.	Synonyme	Infraspecific Epithet Authorship : (P. Beauv.) Vanderp. & Hedenäs	2014-12-03					
1644	1644	581	Hygroamblystegium humile	Hygroamblystegium varium (Hedw.) Mönk. var. varium														(P. Beauv.) Vanderp., Hedenäs & Goffinet	Synonyme	Selon BFNA est un synonyme du ID_TAXON 504	2014-12-03					
1645	1645	581	Leptodictyum trichopodium	Hygroamblystegium varium (Hedw.) Mönk. var. varium														(Schultz) Warnst.	Synonyme		2014-12-03					
1646	1646	581	Hygroamblystegium tenax	Hygroamblystegium varium (Hedw.) Mönk. var. varium														(Hedw.) C.E.O. Jensen	Synonyme		2014-12-03					
1647	1647	581	Hygroamblystegium fluviatile	Hygroamblystegium varium (Hedw.) Mönk. var. varium														(Hedw.) Loeske	Synonyme		2014-12-03					
1648	1648	581	Amblystegium trichopodium	Hygroamblystegium varium (Hedw.) Mönk. var. varium														(Schultz) Hartm.	Synonyme		2014-12-03					
1649	1649	581	Amblystegium tenax	Hygroamblystegium varium (Hedw.) Mönk. var. varium														(Hedw.) C.E.O. Jensen	Synonyme		2014-12-03					
1650	1650	581	Amblystegium varium	Hygroamblystegium varium (Hedw.) Mönk. var. varium														(Hedw.) Lindb.	Synonyme		2014-12-03					
1651	1651	581	Amblystegium fluviatile	Hygroamblystegium varium (Hedw.) Mönk. var. varium														(Hedw.) Schimp.	Synonyme		2014-12-03					
1652	1652	585	Hygrohypnum dilatatum	Hygrohypnum duriusculum (De Not.) D.W. Jamieson														(Wilson) Loeske	Synonyme		2014-12-03					
1653	1653	586	Hygrohypnum eugyrium var. mackayi	Hygrohypnum eugyrium (Schimp.) Loeske														(Schimp.) Broth.	Synonyme		2014-12-02					
1654	1654	587	Hygrohypnum luridum var. julaceum	Hygrohypnum luridum (Hedw.) Jenn.														(Schimp.) Podp.	Synonyme		2014-12-02					
1655	1655	587	Hygrohypnum pseudomontanum	Hygrohypnum luridum (Hedw.) Jenn.														(Kindb.) Grout	Synonyme		2014-12-03					
1656	1656	588	Hygrohypnum eumontanum	Hygrohypnum montanum (Lindb.) Broth.														H.A. Crum, Steere & L.E. Anderson	Synonyme		2014-12-03					
1657	1657	593	Hylocomium pyrenaicum	Hylocomiastrum pyrenaicum (Spruce) M. Fleisch. ex Broth.														(Spruce) Lindb.	Synonyme		2014-12-03					
1658	1658	595	Hylocomium umbratum	Hylocomiastrum umbratum (Hedw.) M. Fleisch. ex Broth.														(Hedw.) Schimp.	Synonyme		2014-12-03					
1659	1659	597	Hylocomium splendens var. obtusifolium	Hylocomium splendens (Hedw.) Schimp.														(Geh.) Paris	Synonyme		2014-12-02					
1660	1660	609	Calliergonella lindbergii	Hypnum lindbergii Mitt.														(Mitt.) Hedenäs	Synonyme		2014-12-03					
1661	1661	611	Hypnum pallescens var. var. protuberans	Hypnum pallescens (Hedw.) P. Beauv.														(Brid) Aust.	Synonyme		2014-12-02					
1662	1662	611	Hypnum reptile	Hypnum pallescens (Hedw.) P. Beauv.														Michx	Synonyme		2014-12-03					
1663	1663	616	Isopterygium muellerianum	Isopterygiopsis muelleriana (Schimp.) Z. Iwats.														(Schimp.) A. Jaeger	Synonyme		2014-12-03					
1664	1664	616	Plagiothecium muellerianum	Isopterygiopsis muelleriana (Schimp.) Z. Iwats.														Schimp.	Synonyme		2014-12-03					
